phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,601,expect_first,global,17.png,extinction,negative,10,0,0
globalexpectancy,601,expect_first,global,20.png,positive,extinction,3,5,2
globalexpectancy,601,expect_first,global,14.png,extinction,positive,0,10,0
globalexpectancy,601,expect_first,global,23.png,extinction,positive,0,0,0
globalexpectancy,601,expect_first,global,7.png,neutral,extinction,3,3,4
globalexpectancy,601,expect_first,global,9.png,extinction,negative,10,0,0
globalexpectancy,601,expect_first,global,3.png,negative,extinction,0,0,0
globalexpectancy,601,expect_first,global,11.png,extinction,negative,0,0,0
globalexpectancy,601,expect_first,global,26.png,neutral,extinction,0,0,10
globalexpectancy,601,expect_first,global,10.png,positive,extinction,1,0,0
globalexpectancy,601,expect_first,global,12.png,extinction,neutral,0,0,10
globalexpectancy,601,expect_first,global,21.png,positive,extinction,0,5,0
globalexpectancy,601,expect_first,global,5.png,extinction,positive,2,0,2
globalexpectancy,601,expect_first,global,8.png,negative,extinction,0,0,0
globalexpectancy,601,expect_first,global,24.png,extinction,neutral,0,0,0
globalexpectancy,601,expect_first,global,18.png,negative,extinction,10,0,0
globalexpectancy,601,expect_first,global,4.png,neutral,extinction,0,0,10
globalexpectancy,601,expect_first,global,1.png,extinction,neutral,0,0,0
