phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,586,eval_first,global,3.png,extinction,neutral,5,3,7
globalexpectancy,586,eval_first,global,23.png,negative,extinction,8,2,4
globalexpectancy,586,eval_first,global,8.png,extinction,negative,6,4,8
globalexpectancy,586,eval_first,global,5.png,positive,extinction,6,4,5
globalexpectancy,586,eval_first,global,12.png,neutral,extinction,1,4,2
globalexpectancy,586,eval_first,global,21.png,neutral,extinction,1,3,5
globalexpectancy,586,eval_first,global,7.png,extinction,positive,5,4,0
globalexpectancy,586,eval_first,global,1.png,extinction,negative,6,6,2
globalexpectancy,586,eval_first,global,18.png,extinction,positive,4,2,5
globalexpectancy,586,eval_first,global,10.png,positive,extinction,2,6,4
globalexpectancy,586,eval_first,global,26.png,extinction,neutral,4,7,2
globalexpectancy,586,eval_first,global,11.png,extinction,positive,4,3,5
globalexpectancy,586,eval_first,global,17.png,extinction,negative,4,2,6
globalexpectancy,586,eval_first,global,4.png,positive,extinction,5,2,3
globalexpectancy,586,eval_first,global,20.png,negative,extinction,4,5,2
globalexpectancy,586,eval_first,global,14.png,neutral,extinction,4,3,1
globalexpectancy,586,eval_first,global,9.png,negative,extinction,5,3,2
globalexpectancy,586,eval_first,global,24.png,extinction,neutral,0,0,0
