phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,564,eval_first,c2,20.png,neutral,extinction,4,4,10
c2expectancy,564,eval_first,c2,14.png,extinction,negative,7,3,1
c2expectancy,564,eval_first,c2,9.png,extinction,neutral,4,2,8
c2expectancy,564,eval_first,c2,17.png,extinction,positive,4,3,0
c2expectancy,564,eval_first,c2,4.png,neutral,extinction,10,3,0
c2expectancy,564,eval_first,c2,1.png,extinction,negative,10,2,0
c2expectancy,564,eval_first,c2,10.png,negative,extinction,4,2,0
c2expectancy,564,eval_first,c2,21.png,negative,extinction,5,3,4
c2expectancy,564,eval_first,c2,26.png,positive,extinction,2,1,3
c2expectancy,564,eval_first,c2,3.png,extinction,positive,8,4,0
c2expectancy,564,eval_first,c2,11.png,positive,extinction,1,4,5
c2expectancy,564,eval_first,c2,12.png,positive,extinction,3,5,2
c2expectancy,564,eval_first,c2,24.png,extinction,positive,4,3,0
c2expectancy,564,eval_first,c2,18.png,extinction,negative,2,2,1
c2expectancy,564,eval_first,c2,23.png,extinction,neutral,1,1,0
c2expectancy,564,eval_first,c2,7.png,negative,extinction,6,2,1
c2expectancy,564,eval_first,c2,8.png,neutral,extinction,6,5,4
c2expectancy,564,eval_first,c2,5.png,extinction,neutral,2,2,8
