phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c1expectancy,554,eval_first,c1,14.png,negative,extinction,10,0,0
c1expectancy,554,eval_first,c1,23.png,positive,extinction,0,10,0
c1expectancy,554,eval_first,c1,26.png,extinction,positive,0,0,0
c1expectancy,554,eval_first,c1,1.png,neutral,extinction,0,5,5
c1expectancy,554,eval_first,c1,9.png,positive,extinction,0,3,6
c1expectancy,554,eval_first,c1,12.png,extinction,negative,6,4,5
c1expectancy,554,eval_first,c1,5.png,neutral,extinction,0,0,10
c1expectancy,554,eval_first,c1,17.png,negative,extinction,7,1,1
c1expectancy,554,eval_first,c1,24.png,extinction,neutral,0,0,0
c1expectancy,554,eval_first,c1,7.png,extinction,neutral,0,0,0
c1expectancy,554,eval_first,c1,21.png,extinction,positive,3,4,3
c1expectancy,554,eval_first,c1,4.png,positive,extinction,0,10,0
c1expectancy,554,eval_first,c1,20.png,extinction,negative,5,5,4
c1expectancy,554,eval_first,c1,11.png,extinction,neutral,1,2,2
c1expectancy,554,eval_first,c1,8.png,neutral,extinction,6,5,4
c1expectancy,554,eval_first,c1,3.png,extinction,negative,4,3,5
c1expectancy,554,eval_first,c1,18.png,extinction,positive,0,0,0
c1expectancy,554,eval_first,c1,10.png,negative,extinction,10,0,0
