phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,589,expect_first,global,23.png,extinction,positive,0,10,1
globalexpectancy,589,expect_first,global,21.png,neutral,extinction,0,0,6
globalexpectancy,589,expect_first,global,24.png,negative,extinction,10,0,0
globalexpectancy,589,expect_first,global,3.png,neutral,extinction,8,6,4
globalexpectancy,589,expect_first,global,5.png,extinction,positive,0,10,0
globalexpectancy,589,expect_first,global,18.png,extinction,negative,8,6,0
globalexpectancy,589,expect_first,global,20.png,neutral,extinction,0,7,2
globalexpectancy,589,expect_first,global,11.png,positive,extinction,2,10,0
globalexpectancy,589,expect_first,global,4.png,extinction,neutral,6,2,2
globalexpectancy,589,expect_first,global,17.png,extinction,negative,4,7,5
globalexpectancy,589,expect_first,global,8.png,extinction,positive,1,7,3
globalexpectancy,589,expect_first,global,12.png,extinction,neutral,0,8,2
globalexpectancy,589,expect_first,global,1.png,extinction,negative,7,8,2
globalexpectancy,589,expect_first,global,10.png,negative,extinction,0,5,3
globalexpectancy,589,expect_first,global,7.png,positive,extinction,5,3,1
globalexpectancy,589,expect_first,global,26.png,positive,extinction,0,8,1
globalexpectancy,589,expect_first,global,14.png,negative,extinction,9,4,0
globalexpectancy,589,expect_first,global,9.png,extinction,neutral,6,7,1
