phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,384,eval_first,c2,17.png,neutral,extinction,2,4,3
c2expectancy,384,eval_first,c2,9.png,extinction,positive,4,4,2
c2expectancy,384,eval_first,c2,7.png,extinction,negative,6,3,1
c2expectancy,384,eval_first,c2,14.png,negative,extinction,1,2,4
c2expectancy,384,eval_first,c2,12.png,extinction,negative,4,6,1
c2expectancy,384,eval_first,c2,26.png,extinction,negative,0,0,0
c2expectancy,384,eval_first,c2,21.png,positive,extinction,1,2,3
c2expectancy,384,eval_first,c2,4.png,extinction,neutral,1,3,0
c2expectancy,384,eval_first,c2,23.png,positive,extinction,3,6,0
c2expectancy,384,eval_first,c2,18.png,extinction,neutral,7,4,1
c2expectancy,384,eval_first,c2,8.png,extinction,positive,0,0,1
c2expectancy,384,eval_first,c2,10.png,negative,extinction,1,2,4
c2expectancy,384,eval_first,c2,20.png,extinction,neutral,2,8,2
c2expectancy,384,eval_first,c2,3.png,neutral,extinction,1,1,3
c2expectancy,384,eval_first,c2,5.png,neutral,extinction,4,5,2
c2expectancy,384,eval_first,c2,24.png,negative,extinction,3,4,3
c2expectancy,384,eval_first,c2,11.png,positive,extinction,5,9,0
c2expectancy,384,eval_first,c2,1.png,extinction,positive,3,6,1
