phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,351,expect_first,c2,10.png,extinction,neutral,3,2,9
c2expectancy,351,expect_first,c2,4.png,negative,extinction,10,0,0
c2expectancy,351,expect_first,c2,26.png,extinction,negative,10,0,0
c2expectancy,351,expect_first,c2,8.png,positive,extinction,1,9,2
c2expectancy,351,expect_first,c2,1.png,extinction,positive,5,3,2
c2expectancy,351,expect_first,c2,21.png,neutral,extinction,0,0,10
c2expectancy,351,expect_first,c2,23.png,neutral,extinction,3,3,3
c2expectancy,351,expect_first,c2,7.png,extinction,neutral,8,2,2
c2expectancy,351,expect_first,c2,9.png,neutral,extinction,4,8,5
c2expectancy,351,expect_first,c2,3.png,negative,extinction,10,0,0
c2expectancy,351,expect_first,c2,24.png,negative,extinction,10,0,0
c2expectancy,351,expect_first,c2,12.png,extinction,negative,10,0,0
c2expectancy,351,expect_first,c2,5.png,positive,extinction,5,4,4
c2expectancy,351,expect_first,c2,11.png,extinction,neutral,0,0,10
c2expectancy,351,expect_first,c2,20.png,extinction,positive,0,10,0
c2expectancy,351,expect_first,c2,17.png,extinction,positive,2,4,3
c2expectancy,351,expect_first,c2,14.png,extinction,negative,10,0,0
c2expectancy,351,expect_first,c2,18.png,positive,extinction,3,7,1
