phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,622,expect_first,c2,23.png,neutral,extinction,0,0,0
c2expectancy,622,expect_first,c2,14.png,extinction,positive,4,6,0
c2expectancy,622,expect_first,c2,7.png,positive,extinction,3,6,5
c2expectancy,622,expect_first,c2,1.png,extinction,positive,0,10,0
c2expectancy,622,expect_first,c2,10.png,positive,extinction,0,0,0
c2expectancy,622,expect_first,c2,3.png,positive,extinction,4,5,2
c2expectancy,622,expect_first,c2,12.png,extinction,neutral,0,0,4
c2expectancy,622,expect_first,c2,18.png,neutral,extinction,2,10,0
c2expectancy,622,expect_first,c2,4.png,extinction,negative,10,0,0
c2expectancy,622,expect_first,c2,21.png,negative,extinction,10,2,2
c2expectancy,622,expect_first,c2,9.png,neutral,extinction,0,10,0
c2expectancy,622,expect_first,c2,20.png,extinction,neutral,0,0,10
c2expectancy,622,expect_first,c2,26.png,extinction,positive,5,5,0
c2expectancy,622,expect_first,c2,8.png,extinction,neutral,2,0,0
c2expectancy,622,expect_first,c2,5.png,negative,extinction,0,0,0
c2expectancy,622,expect_first,c2,11.png,extinction,negative,10,0,0
c2expectancy,622,expect_first,c2,24.png,negative,extinction,3,3,3
c2expectancy,622,expect_first,c2,17.png,extinction,negative,0,0,0
