phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,487,expect_first,global,14.png,neutral,extinction,2,2,2
globalexpectancy,487,expect_first,global,17.png,extinction,neutral,0,0,10
globalexpectancy,487,expect_first,global,23.png,neutral,extinction,0,0,0
globalexpectancy,487,expect_first,global,5.png,neutral,extinction,0,7,3
globalexpectancy,487,expect_first,global,1.png,extinction,negative,0,0,0
globalexpectancy,487,expect_first,global,11.png,extinction,positive,0,10,0
globalexpectancy,487,expect_first,global,9.png,extinction,positive,0,0,0
globalexpectancy,487,expect_first,global,3.png,extinction,negative,0,2,3
globalexpectancy,487,expect_first,global,21.png,extinction,positive,0,0,0
globalexpectancy,487,expect_first,global,8.png,positive,extinction,2,7,2
globalexpectancy,487,expect_first,global,4.png,extinction,negative,1,1,2
globalexpectancy,487,expect_first,global,26.png,positive,extinction,8,7,0
globalexpectancy,487,expect_first,global,10.png,negative,extinction,0,0,0
globalexpectancy,487,expect_first,global,20.png,extinction,neutral,0,4,0
globalexpectancy,487,expect_first,global,18.png,negative,extinction,0,0,0
globalexpectancy,487,expect_first,global,24.png,positive,extinction,0,0,5
globalexpectancy,487,expect_first,global,7.png,extinction,neutral,0,0,0
globalexpectancy,487,expect_first,global,12.png,negative,extinction,0,0,0
