phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,504,eval_first,c2,9.png,neutral,extinction,2,2,9
c2expectancy,504,eval_first,c2,12.png,extinction,negative,7,2,1
c2expectancy,504,eval_first,c2,21.png,extinction,positive,1,3,0
c2expectancy,504,eval_first,c2,5.png,extinction,neutral,2,2,2
c2expectancy,504,eval_first,c2,24.png,neutral,extinction,1,3,0
c2expectancy,504,eval_first,c2,20.png,extinction,negative,2,8,1
c2expectancy,504,eval_first,c2,17.png,neutral,extinction,1,1,0
c2expectancy,504,eval_first,c2,23.png,positive,extinction,3,3,3
c2expectancy,504,eval_first,c2,18.png,extinction,positive,3,8,9
c2expectancy,504,eval_first,c2,3.png,extinction,neutral,8,0,0
c2expectancy,504,eval_first,c2,10.png,negative,extinction,6,10,8
c2expectancy,504,eval_first,c2,4.png,negative,extinction,2,5,5
c2expectancy,504,eval_first,c2,7.png,extinction,negative,5,8,8
c2expectancy,504,eval_first,c2,11.png,positive,extinction,1,5,10
c2expectancy,504,eval_first,c2,8.png,extinction,neutral,9,6,0
c2expectancy,504,eval_first,c2,1.png,positive,extinction,6,6,8
c2expectancy,504,eval_first,c2,26.png,extinction,positive,7,10,0
c2expectancy,504,eval_first,c2,14.png,negative,extinction,6,8,8
