phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,498,eval_first,c2,12.png,extinction,positive,5,2,6
c2expectancy,498,eval_first,c2,21.png,positive,extinction,8,6,8
c2expectancy,498,eval_first,c2,14.png,neutral,extinction,0,0,0
c2expectancy,498,eval_first,c2,23.png,positive,extinction,0,8,8
c2expectancy,498,eval_first,c2,9.png,extinction,negative,0,0,1
c2expectancy,498,eval_first,c2,17.png,extinction,neutral,0,0,3
c2expectancy,498,eval_first,c2,18.png,negative,extinction,10,0,0
c2expectancy,498,eval_first,c2,4.png,extinction,negative,10,2,0
c2expectancy,498,eval_first,c2,20.png,extinction,positive,0,10,0
c2expectancy,498,eval_first,c2,26.png,neutral,extinction,0,3,0
c2expectancy,498,eval_first,c2,11.png,extinction,neutral,0,0,10
c2expectancy,498,eval_first,c2,10.png,extinction,negative,10,0,0
c2expectancy,498,eval_first,c2,3.png,positive,extinction,4,0,6
c2expectancy,498,eval_first,c2,7.png,extinction,positive,0,7,6
c2expectancy,498,eval_first,c2,24.png,negative,extinction,0,0,10
c2expectancy,498,eval_first,c2,8.png,extinction,neutral,0,0,10
c2expectancy,498,eval_first,c2,1.png,neutral,extinction,6,2,5
c2expectancy,498,eval_first,c2,5.png,negative,extinction,5,0,7
