phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,600,eval_first,c2,7.png,negative,extinction,8,2,0
c2expectancy,600,eval_first,c2,17.png,negative,extinction,4,2,8
c2expectancy,600,eval_first,c2,21.png,extinction,negative,0,3,0
c2expectancy,600,eval_first,c2,23.png,extinction,negative,1,4,5
c2expectancy,600,eval_first,c2,26.png,extinction,neutral,9,5,2
c2expectancy,600,eval_first,c2,9.png,neutral,extinction,10,5,0
c2expectancy,600,eval_first,c2,14.png,neutral,extinction,0,5,0
c2expectancy,600,eval_first,c2,10.png,positive,extinction,7,3,7
c2expectancy,600,eval_first,c2,24.png,positive,extinction,0,4,10
c2expectancy,600,eval_first,c2,1.png,extinction,positive,6,2,0
c2expectancy,600,eval_first,c2,20.png,negative,extinction,5,8,1
c2expectancy,600,eval_first,c2,11.png,extinction,positive,10,5,1
c2expectancy,600,eval_first,c2,4.png,extinction,neutral,8,4,8
c2expectancy,600,eval_first,c2,18.png,extinction,positive,9,2,7
c2expectancy,600,eval_first,c2,5.png,extinction,negative,5,9,1
c2expectancy,600,eval_first,c2,8.png,extinction,neutral,5,1,2
c2expectancy,600,eval_first,c2,3.png,neutral,extinction,10,0,2
c2expectancy,600,eval_first,c2,12.png,positive,extinction,5,5,0
