phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,382,eval_first,global,20.png,extinction,negative,10,0,0
globalexpectancy,382,eval_first,global,18.png,negative,extinction,10,0,0
globalexpectancy,382,eval_first,global,26.png,extinction,neutral,0,0,10
globalexpectancy,382,eval_first,global,1.png,extinction,positive,0,8,2
globalexpectancy,382,eval_first,global,21.png,positive,extinction,0,10,0
globalexpectancy,382,eval_first,global,24.png,neutral,extinction,0,0,10
globalexpectancy,382,eval_first,global,9.png,extinction,negative,10,0,0
globalexpectancy,382,eval_first,global,23.png,extinction,neutral,0,0,10
globalexpectancy,382,eval_first,global,12.png,extinction,neutral,0,0,10
globalexpectancy,382,eval_first,global,14.png,positive,extinction,5,5,0
globalexpectancy,382,eval_first,global,3.png,neutral,extinction,0,0,10
globalexpectancy,382,eval_first,global,10.png,extinction,positive,0,10,0
globalexpectancy,382,eval_first,global,17.png,negative,extinction,0,0,4
globalexpectancy,382,eval_first,global,5.png,extinction,positive,2,3,5
globalexpectancy,382,eval_first,global,4.png,positive,extinction,8,2,0
globalexpectancy,382,eval_first,global,7.png,neutral,extinction,0,0,10
globalexpectancy,382,eval_first,global,8.png,negative,extinction,10,0,0
globalexpectancy,382,eval_first,global,11.png,extinction,negative,10,0,0
