phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c1expectancy,401,expect_first,c1,26.png,negative,extinction,10,0,0
c1expectancy,401,expect_first,c1,21.png,positive,extinction,0,8,0
c1expectancy,401,expect_first,c1,3.png,positive,extinction,0,0,2
c1expectancy,401,expect_first,c1,9.png,negative,extinction,1,1,1
c1expectancy,401,expect_first,c1,1.png,positive,extinction,0,8,0
c1expectancy,401,expect_first,c1,4.png,extinction,positive,1,1,1
c1expectancy,401,expect_first,c1,10.png,extinction,negative,3,1,1
c1expectancy,401,expect_first,c1,7.png,extinction,neutral,1,1,5
c1expectancy,401,expect_first,c1,18.png,extinction,neutral,1,2,4
c1expectancy,401,expect_first,c1,8.png,neutral,extinction,0,0,0
c1expectancy,401,expect_first,c1,20.png,extinction,positive,1,1,3
c1expectancy,401,expect_first,c1,14.png,extinction,negative,3,2,3
c1expectancy,401,expect_first,c1,24.png,extinction,neutral,1,1,1
c1expectancy,401,expect_first,c1,12.png,extinction,positive,0,1,0
c1expectancy,401,expect_first,c1,11.png,neutral,extinction,1,0,8
c1expectancy,401,expect_first,c1,5.png,negative,extinction,8,0,0
c1expectancy,401,expect_first,c1,23.png,extinction,negative,0,0,0
c1expectancy,401,expect_first,c1,17.png,neutral,extinction,0,0,8
