phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,610,expect_first,global,9.png,neutral,extinction,3,2,2
globalexpectancy,610,expect_first,global,1.png,extinction,positive,1,6,1
globalexpectancy,610,expect_first,global,24.png,neutral,extinction,7,3,1
globalexpectancy,610,expect_first,global,7.png,extinction,negative,7,3,1
globalexpectancy,610,expect_first,global,4.png,extinction,positive,3,8,1
globalexpectancy,610,expect_first,global,14.png,positive,extinction,1,6,0
globalexpectancy,610,expect_first,global,21.png,extinction,neutral,1,2,7
globalexpectancy,610,expect_first,global,11.png,negative,extinction,2,7,1
globalexpectancy,610,expect_first,global,12.png,extinction,neutral,4,2,1
globalexpectancy,610,expect_first,global,5.png,negative,extinction,6,2,1
globalexpectancy,610,expect_first,global,8.png,positive,extinction,1,8,0
globalexpectancy,610,expect_first,global,17.png,negative,extinction,7,1,0
globalexpectancy,610,expect_first,global,10.png,neutral,extinction,1,1,7
globalexpectancy,610,expect_first,global,23.png,extinction,negative,2,4,1
globalexpectancy,610,expect_first,global,18.png,extinction,neutral,0,0,8
globalexpectancy,610,expect_first,global,20.png,positive,extinction,0,8,0
globalexpectancy,610,expect_first,global,26.png,extinction,negative,8,1,1
globalexpectancy,610,expect_first,global,3.png,extinction,positive,5,5,5
