phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,406,eval_first,global,1.png,positive,extinction,3,7,0
globalexpectancy,406,eval_first,global,7.png,negative,extinction,8,3,3
globalexpectancy,406,eval_first,global,23.png,extinction,positive,8,7,5
globalexpectancy,406,eval_first,global,11.png,positive,extinction,1,8,1
globalexpectancy,406,eval_first,global,18.png,extinction,negative,8,1,2
globalexpectancy,406,eval_first,global,21.png,positive,extinction,8,8,1
globalexpectancy,406,eval_first,global,24.png,extinction,negative,8,0,1
globalexpectancy,406,eval_first,global,8.png,extinction,neutral,5,1,4
globalexpectancy,406,eval_first,global,20.png,extinction,neutral,0,3,7
globalexpectancy,406,eval_first,global,14.png,extinction,negative,0,8,2
globalexpectancy,406,eval_first,global,26.png,extinction,neutral,0,2,1
globalexpectancy,406,eval_first,global,4.png,neutral,extinction,6,1,7
globalexpectancy,406,eval_first,global,5.png,neutral,extinction,7,2,0
globalexpectancy,406,eval_first,global,10.png,negative,extinction,1,1,4
globalexpectancy,406,eval_first,global,17.png,extinction,positive,2,7,1
globalexpectancy,406,eval_first,global,9.png,neutral,extinction,2,5,1
globalexpectancy,406,eval_first,global,3.png,negative,extinction,6,7,1
globalexpectancy,406,eval_first,global,12.png,extinction,positive,1,7,0
