phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,357,expect_first,c2,9.png,extinction,negative,10,3,0
c2expectancy,357,expect_first,c2,3.png,extinction,neutral,0,3,9
c2expectancy,357,expect_first,c2,1.png,neutral,extinction,1,6,1
c2expectancy,357,expect_first,c2,8.png,extinction,neutral,1,5,1
c2expectancy,357,expect_first,c2,14.png,extinction,negative,8,8,0
c2expectancy,357,expect_first,c2,4.png,extinction,neutral,2,7,6
c2expectancy,357,expect_first,c2,17.png,extinction,positive,1,8,0
c2expectancy,357,expect_first,c2,5.png,positive,extinction,0,8,0
c2expectancy,357,expect_first,c2,11.png,extinction,negative,7,7,0
c2expectancy,357,expect_first,c2,10.png,positive,extinction,1,7,0
c2expectancy,357,expect_first,c2,18.png,positive,extinction,1,8,0
c2expectancy,357,expect_first,c2,26.png,neutral,extinction,1,7,9
c2expectancy,357,expect_first,c2,7.png,extinction,positive,1,1,1
c2expectancy,357,expect_first,c2,21.png,negative,extinction,5,7,0
c2expectancy,357,expect_first,c2,24.png,negative,extinction,5,7,8
c2expectancy,357,expect_first,c2,12.png,neutral,extinction,0,8,1
c2expectancy,357,expect_first,c2,20.png,extinction,positive,1,7,0
c2expectancy,357,expect_first,c2,23.png,negative,extinction,0,8,0
