phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,499,expect_first,global,7.png,extinction,negative,11
globalratings,499,expect_first,global,23.png,extinction,positive,11
globalratings,499,expect_first,global,11.png,neutral,extinction,11
globalratings,499,expect_first,global,4.png,neutral,extinction,11
globalratings,499,expect_first,global,17.png,positive,extinction,11
globalratings,499,expect_first,global,24.png,extinction,positive,11
globalratings,499,expect_first,global,3.png,negative,extinction,11
globalratings,499,expect_first,global,9.png,negative,extinction,11
globalratings,499,expect_first,global,20.png,positive,extinction,11
globalratings,499,expect_first,global,14.png,negative,extinction,11
globalratings,499,expect_first,global,10.png,extinction,neutral,11
globalratings,499,expect_first,global,26.png,extinction,neutral,11
globalratings,499,expect_first,global,1.png,neutral,extinction,11
globalratings,499,expect_first,global,21.png,positive,extinction,11
globalratings,499,expect_first,global,5.png,extinction,positive,11
globalratings,499,expect_first,global,12.png,extinction,neutral,11
globalratings,499,expect_first,global,18.png,extinction,negative,11
globalratings,499,expect_first,global,8.png,extinction,negative,11
