phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,388,eval_first,global,8.png,extinction,negative,2,2,6
globalexpectancy,388,eval_first,global,26.png,extinction,negative,3,0,3
globalexpectancy,388,eval_first,global,12.png,positive,extinction,4,7,1
globalexpectancy,388,eval_first,global,21.png,negative,extinction,1,3,7
globalexpectancy,388,eval_first,global,3.png,positive,extinction,3,6,0
globalexpectancy,388,eval_first,global,24.png,extinction,positive,4,5,0
globalexpectancy,388,eval_first,global,14.png,negative,extinction,4,1,6
globalexpectancy,388,eval_first,global,18.png,neutral,extinction,2,3,7
globalexpectancy,388,eval_first,global,7.png,extinction,positive,2,7,4
globalexpectancy,388,eval_first,global,20.png,extinction,neutral,1,1,3
globalexpectancy,388,eval_first,global,11.png,extinction,neutral,1,3,6
globalexpectancy,388,eval_first,global,5.png,extinction,positive,4,6,5
globalexpectancy,388,eval_first,global,4.png,positive,extinction,4,1,8
globalexpectancy,388,eval_first,global,17.png,negative,extinction,2,3,7
globalexpectancy,388,eval_first,global,10.png,extinction,neutral,3,6,5
globalexpectancy,388,eval_first,global,1.png,neutral,extinction,3,8,4
globalexpectancy,388,eval_first,global,9.png,neutral,extinction,2,7,3
globalexpectancy,388,eval_first,global,23.png,extinction,negative,2,8,3
