phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,618,expect_first,global,3.png,extinction,neutral,1,0,0
globalexpectancy,618,expect_first,global,9.png,extinction,neutral,10,0,5
globalexpectancy,618,expect_first,global,17.png,extinction,positive,3,9,1
globalexpectancy,618,expect_first,global,10.png,extinction,neutral,0,0,10
globalexpectancy,618,expect_first,global,20.png,negative,extinction,5,0,6
globalexpectancy,618,expect_first,global,12.png,negative,extinction,10,0,0
globalexpectancy,618,expect_first,global,11.png,neutral,extinction,0,0,10
globalexpectancy,618,expect_first,global,24.png,positive,extinction,1,9,1
globalexpectancy,618,expect_first,global,4.png,neutral,extinction,4,1,6
globalexpectancy,618,expect_first,global,18.png,positive,extinction,0,10,0
globalexpectancy,618,expect_first,global,8.png,extinction,negative,5,0,1
globalexpectancy,618,expect_first,global,1.png,neutral,extinction,0,0,10
globalexpectancy,618,expect_first,global,7.png,extinction,negative,10,0,0
globalexpectancy,618,expect_first,global,23.png,extinction,negative,10,0,0
globalexpectancy,618,expect_first,global,5.png,positive,extinction,0,5,5
globalexpectancy,618,expect_first,global,14.png,negative,extinction,10,1,0
globalexpectancy,618,expect_first,global,26.png,extinction,positive,0,10,0
globalexpectancy,618,expect_first,global,21.png,extinction,positive,1,7,5
