phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,523,expect_first,global,24.png,extinction,neutral,0,2,8
globalexpectancy,523,expect_first,global,11.png,extinction,negative,10,0,0
globalexpectancy,523,expect_first,global,20.png,extinction,neutral,0,0,10
globalexpectancy,523,expect_first,global,9.png,negative,extinction,2,8,0
globalexpectancy,523,expect_first,global,3.png,extinction,negative,10,0,0
globalexpectancy,523,expect_first,global,8.png,extinction,negative,10,0,0
globalexpectancy,523,expect_first,global,12.png,extinction,neutral,0,0,10
globalexpectancy,523,expect_first,global,23.png,extinction,positive,0,10,0
globalexpectancy,523,expect_first,global,14.png,negative,extinction,10,0,0
globalexpectancy,523,expect_first,global,1.png,positive,extinction,0,10,0
globalexpectancy,523,expect_first,global,26.png,neutral,extinction,0,0,10
globalexpectancy,523,expect_first,global,18.png,negative,extinction,10,0,0
globalexpectancy,523,expect_first,global,17.png,positive,extinction,0,10,0
globalexpectancy,523,expect_first,global,21.png,extinction,positive,0,10,0
globalexpectancy,523,expect_first,global,4.png,positive,extinction,0,10,0
globalexpectancy,523,expect_first,global,10.png,neutral,extinction,0,0,10
globalexpectancy,523,expect_first,global,7.png,extinction,positive,0,10,0
globalexpectancy,523,expect_first,global,5.png,neutral,extinction,0,0,10
