phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,544,eval_first,global,1.png,positive,extinction,2,7,6
globalexpectancy,544,eval_first,global,17.png,extinction,negative,1,8,5
globalexpectancy,544,eval_first,global,21.png,extinction,neutral,3,5,6
globalexpectancy,544,eval_first,global,14.png,extinction,positive,6,7,1
globalexpectancy,544,eval_first,global,12.png,extinction,negative,2,4,3
globalexpectancy,544,eval_first,global,11.png,extinction,positive,4,5,2
globalexpectancy,544,eval_first,global,10.png,extinction,negative,1,3,2
globalexpectancy,544,eval_first,global,5.png,neutral,extinction,3,5,1
globalexpectancy,544,eval_first,global,26.png,positive,extinction,0,2,2
globalexpectancy,544,eval_first,global,8.png,negative,extinction,3,2,1
globalexpectancy,544,eval_first,global,7.png,neutral,extinction,4,2,3
globalexpectancy,544,eval_first,global,23.png,extinction,neutral,1,5,2
globalexpectancy,544,eval_first,global,18.png,negative,extinction,2,8,3
globalexpectancy,544,eval_first,global,20.png,positive,extinction,2,9,3
globalexpectancy,544,eval_first,global,4.png,negative,extinction,6,8,2
globalexpectancy,544,eval_first,global,24.png,extinction,positive,2,4,5
globalexpectancy,544,eval_first,global,3.png,extinction,neutral,3,7,4
globalexpectancy,544,eval_first,global,9.png,neutral,extinction,2,6,5
