phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c1expectancy,398,eval_first,c1,11.png,negative,extinction,10,1,0
c1expectancy,398,eval_first,c1,20.png,extinction,positive,0,2,0
c1expectancy,398,eval_first,c1,4.png,extinction,positive,0,1,0
c1expectancy,398,eval_first,c1,18.png,positive,extinction,0,9,3
c1expectancy,398,eval_first,c1,24.png,neutral,extinction,0,0,10
c1expectancy,398,eval_first,c1,1.png,extinction,negative,5,0,0
c1expectancy,398,eval_first,c1,14.png,negative,extinction,9,0,2
c1expectancy,398,eval_first,c1,23.png,neutral,extinction,2,0,8
c1expectancy,398,eval_first,c1,5.png,extinction,neutral,0,0,3
c1expectancy,398,eval_first,c1,12.png,positive,extinction,1,1,6
c1expectancy,398,eval_first,c1,21.png,positive,extinction,0,1,6
c1expectancy,398,eval_first,c1,17.png,negative,extinction,0,1,0
c1expectancy,398,eval_first,c1,9.png,extinction,neutral,0,0,6
c1expectancy,398,eval_first,c1,3.png,neutral,extinction,0,0,9
c1expectancy,398,eval_first,c1,7.png,extinction,negative,4,0,0
c1expectancy,398,eval_first,c1,8.png,extinction,neutral,1,5,1
c1expectancy,398,eval_first,c1,10.png,extinction,negative,6,0,1
c1expectancy,398,eval_first,c1,26.png,extinction,positive,0,4,0
