phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,358,eval_first,global,7.png,extinction,positive,5,2,3
globalexpectancy,358,eval_first,global,9.png,neutral,extinction,0,2,7
globalexpectancy,358,eval_first,global,12.png,extinction,neutral,4,4,4
globalexpectancy,358,eval_first,global,10.png,neutral,extinction,0,6,10
globalexpectancy,358,eval_first,global,21.png,positive,extinction,7,9,5
globalexpectancy,358,eval_first,global,5.png,negative,extinction,8,7,4
globalexpectancy,358,eval_first,global,24.png,extinction,neutral,3,6,7
globalexpectancy,358,eval_first,global,4.png,extinction,negative,4,7,8
globalexpectancy,358,eval_first,global,26.png,positive,extinction,1,7,9
globalexpectancy,358,eval_first,global,20.png,negative,extinction,6,7,6
globalexpectancy,358,eval_first,global,1.png,extinction,negative,2,5,6
globalexpectancy,358,eval_first,global,17.png,extinction,positive,1,7,8
globalexpectancy,358,eval_first,global,14.png,neutral,extinction,5,5,6
globalexpectancy,358,eval_first,global,8.png,positive,extinction,2,1,8
globalexpectancy,358,eval_first,global,23.png,extinction,negative,6,7,5
globalexpectancy,358,eval_first,global,3.png,extinction,neutral,4,6,5
globalexpectancy,358,eval_first,global,11.png,negative,extinction,3,4,6
globalexpectancy,358,eval_first,global,18.png,extinction,positive,7,6,4
