phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,484,eval_first,global,11.png,negative,extinction,0,9,0
globalexpectancy,484,eval_first,global,20.png,negative,extinction,0,10,0
globalexpectancy,484,eval_first,global,5.png,neutral,extinction,2,8,0
globalexpectancy,484,eval_first,global,26.png,extinction,neutral,0,5,5
globalexpectancy,484,eval_first,global,10.png,positive,extinction,1,6,3
globalexpectancy,484,eval_first,global,1.png,extinction,neutral,0,9,1
globalexpectancy,484,eval_first,global,18.png,positive,extinction,4,6,0
globalexpectancy,484,eval_first,global,7.png,extinction,negative,2,3,5
globalexpectancy,484,eval_first,global,3.png,extinction,negative,0,10,0
globalexpectancy,484,eval_first,global,21.png,extinction,positive,0,1,9
globalexpectancy,484,eval_first,global,9.png,extinction,neutral,0,9,1
globalexpectancy,484,eval_first,global,17.png,extinction,negative,0,10,0
globalexpectancy,484,eval_first,global,14.png,extinction,positive,3,5,2
globalexpectancy,484,eval_first,global,12.png,extinction,positive,0,10,0
globalexpectancy,484,eval_first,global,4.png,neutral,extinction,9,1,0
globalexpectancy,484,eval_first,global,24.png,positive,extinction,0,1,9
globalexpectancy,484,eval_first,global,23.png,negative,extinction,0,10,0
globalexpectancy,484,eval_first,global,8.png,neutral,extinction,3,1,6
