phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c1expectancy,491,expect_first,c1,24.png,neutral,extinction,3,1,1
c1expectancy,491,expect_first,c1,5.png,positive,extinction,5,2,3
c1expectancy,491,expect_first,c1,4.png,negative,extinction,0,3,0
c1expectancy,491,expect_first,c1,10.png,positive,extinction,1,3,6
c1expectancy,491,expect_first,c1,18.png,extinction,positive,1,4,4
c1expectancy,491,expect_first,c1,26.png,extinction,negative,9,0,0
c1expectancy,491,expect_first,c1,3.png,extinction,neutral,2,3,0
c1expectancy,491,expect_first,c1,20.png,extinction,positive,5,2,2
c1expectancy,491,expect_first,c1,17.png,negative,extinction,7,1,3
c1expectancy,491,expect_first,c1,11.png,extinction,negative,10,0,0
c1expectancy,491,expect_first,c1,8.png,positive,extinction,4,1,1
c1expectancy,491,expect_first,c1,12.png,neutral,extinction,0,2,1
c1expectancy,491,expect_first,c1,1.png,negative,extinction,1,4,4
c1expectancy,491,expect_first,c1,9.png,extinction,neutral,3,4,4
c1expectancy,491,expect_first,c1,21.png,extinction,neutral,7,5,2
c1expectancy,491,expect_first,c1,7.png,extinction,negative,3,2,3
c1expectancy,491,expect_first,c1,14.png,neutral,extinction,7,4,3
c1expectancy,491,expect_first,c1,23.png,extinction,positive,0,9,0
