phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c1expectancy,509,expect_first,c1,18.png,positive,extinction,0,0,0
c1expectancy,509,expect_first,c1,26.png,neutral,extinction,0,0,10
c1expectancy,509,expect_first,c1,4.png,neutral,extinction,0,0,10
c1expectancy,509,expect_first,c1,10.png,extinction,negative,0,0,0
c1expectancy,509,expect_first,c1,14.png,neutral,extinction,0,0,10
c1expectancy,509,expect_first,c1,5.png,negative,extinction,10,0,0
c1expectancy,509,expect_first,c1,9.png,extinction,neutral,0,0,10
c1expectancy,509,expect_first,c1,8.png,extinction,positive,0,0,0
c1expectancy,509,expect_first,c1,1.png,positive,extinction,0,0,0
c1expectancy,509,expect_first,c1,24.png,extinction,neutral,0,0,9
c1expectancy,509,expect_first,c1,21.png,extinction,positive,0,0,0
c1expectancy,509,expect_first,c1,20.png,extinction,negative,0,0,0
c1expectancy,509,expect_first,c1,7.png,negative,extinction,10,0,0
c1expectancy,509,expect_first,c1,17.png,negative,extinction,10,0,0
c1expectancy,509,expect_first,c1,3.png,positive,extinction,0,10,0
c1expectancy,509,expect_first,c1,23.png,extinction,positive,0,0,0
c1expectancy,509,expect_first,c1,11.png,extinction,negative,10,0,0
c1expectancy,509,expect_first,c1,12.png,extinction,neutral,0,0,9
