phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,603,expect_first,global,17.png,negative,extinction,9
globalratings,603,expect_first,global,4.png,neutral,extinction,9
globalratings,603,expect_first,global,26.png,positive,extinction,13
globalratings,603,expect_first,global,12.png,neutral,extinction,3
globalratings,603,expect_first,global,8.png,negative,extinction,7
globalratings,603,expect_first,global,11.png,extinction,neutral,13
globalratings,603,expect_first,global,21.png,extinction,neutral,11
globalratings,603,expect_first,global,23.png,extinction,positive,17
globalratings,603,expect_first,global,7.png,extinction,negative,17
globalratings,603,expect_first,global,9.png,extinction,neutral,17
globalratings,603,expect_first,global,20.png,negative,extinction,16
globalratings,603,expect_first,global,10.png,neutral,extinction,9
globalratings,603,expect_first,global,5.png,positive,extinction,12
globalratings,603,expect_first,global,18.png,extinction,positive,14
globalratings,603,expect_first,global,14.png,extinction,positive,7
globalratings,603,expect_first,global,1.png,extinction,negative,10
globalratings,603,expect_first,global,3.png,positive,extinction,7
globalratings,603,expect_first,global,24.png,extinction,negative,4
