phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,567,expect_first,c2,3.png,negative,extinction,7,6,0
c2expectancy,567,expect_first,c2,21.png,extinction,negative,1,5,4
c2expectancy,567,expect_first,c2,26.png,extinction,neutral,5,6,4
c2expectancy,567,expect_first,c2,18.png,extinction,positive,1,9,0
c2expectancy,567,expect_first,c2,4.png,positive,extinction,3,9,0
c2expectancy,567,expect_first,c2,9.png,extinction,positive,2,8,0
c2expectancy,567,expect_first,c2,10.png,neutral,extinction,0,0,10
c2expectancy,567,expect_first,c2,8.png,extinction,negative,2,6,4
c2expectancy,567,expect_first,c2,20.png,negative,extinction,0,10,1
c2expectancy,567,expect_first,c2,24.png,extinction,positive,0,7,3
c2expectancy,567,expect_first,c2,17.png,extinction,negative,6,7,0
c2expectancy,567,expect_first,c2,23.png,extinction,neutral,1,9,1
c2expectancy,567,expect_first,c2,5.png,neutral,extinction,5,9,1
c2expectancy,567,expect_first,c2,7.png,neutral,extinction,0,4,9
c2expectancy,567,expect_first,c2,14.png,extinction,neutral,0,10,0
c2expectancy,567,expect_first,c2,11.png,positive,extinction,0,10,0
c2expectancy,567,expect_first,c2,12.png,negative,extinction,0,8,2
c2expectancy,567,expect_first,c2,1.png,positive,extinction,0,10,0
