phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,477,expect_first,c2,20.png,positive,extinction,0,0,0
c2expectancy,477,expect_first,c2,23.png,positive,extinction,0,0,0
c2expectancy,477,expect_first,c2,21.png,extinction,negative,6,3,1
c2expectancy,477,expect_first,c2,14.png,extinction,positive,10,0,0
c2expectancy,477,expect_first,c2,1.png,neutral,extinction,0,0,0
c2expectancy,477,expect_first,c2,3.png,extinction,negative,10,0,0
c2expectancy,477,expect_first,c2,12.png,extinction,neutral,0,5,5
c2expectancy,477,expect_first,c2,7.png,negative,extinction,0,0,0
c2expectancy,477,expect_first,c2,10.png,extinction,neutral,1,3,6
c2expectancy,477,expect_first,c2,17.png,negative,extinction,0,0,0
c2expectancy,477,expect_first,c2,9.png,extinction,positive,1,1,8
c2expectancy,477,expect_first,c2,26.png,neutral,extinction,0,0,0
c2expectancy,477,expect_first,c2,18.png,negative,extinction,0,0,0
c2expectancy,477,expect_first,c2,5.png,neutral,extinction,0,0,0
c2expectancy,477,expect_first,c2,11.png,extinction,neutral,0,0,10
c2expectancy,477,expect_first,c2,24.png,extinction,positive,2,2,6
c2expectancy,477,expect_first,c2,8.png,positive,extinction,0,0,0
c2expectancy,477,expect_first,c2,4.png,extinction,negative,10,0,0
