subjnr;adaptation_target;us_valence;eval_rating;cs_filename
5;pas_5;positive;15;F   R   O   B
5;pas_5;negative;1;P   S   A   V
5;pas_3;negative;17;K   L   E   H
5;pas_5;positive;12;B   O   R   F
5;pas_5;positive;12;B   J   O   F
5;pas_3;negative;13;M   E   H   K
5;pas_5;negative;11;W   A   P   S
5;pas_3;positive;12;T   U   N   G
5;pas_5;positive;13;F   O   R   B
5;pas_3;positive;6;G   N   U   Z
5;pas_3;positive;1;N   U   G   Z
5;pas_3;negative;16;K   E   L   M
5;pas_5;negative;14;V   A   S   P
5;pas_5;negative;4;S   A   P   V
5;pas_5;negative;8;P   A   W   S
5;pas_3;negative;16;H   E   L   K
5;pas_3;negative;14;K   E   H   M
5;pas_5;positive;5;J   O   B   F
5;pas_3;positive;9;G   U   N   T
5;pas_3;negative;5;H   E   M   K
5;pas_3;positive;9;Z   U   N   T
5;pas_3;positive;7;Z   U   N   G
5;pas_5;negative;6;S   P   A   V
5;pas_3;positive;9;G   U   T   Z
5;pas_5;negative;12;V   A   P   S
5;pas_3;positive;3;T   U   G   Z
5;pas_5;negative;12;S   W   A   P
5;pas_5;positive;3;R   O   B   F
5;pas_5;positive;8;J   O   R   F
5;pas_5;positive;6;J   O   R   B
5;pas_3;negative;14;L   E   M   K
5;pas_3;negative;12;K   L   E   M
