"acc","accuracy","adaptation_target","again","average_response_time","avg_rt","background","bidi","blocknr","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_SPACE","correct_instruct_pas_1_and_2","correct_instruct_pas_3_and_4","correct_instruct_pas_5_and_6","correct_instruct_pas_overview","correct_instruction_summary","correct_new_sketchpad","correct_new_sketchpad_1","correct_new_sketchpad_11","correct_new_sketchpad_4","correct_show_subject_nr","count_EC_blocks","count_EC_instruct","count_EC_instruct_1","count_EC_instruct_2","count_EC_instruct_3","count_EC_instruct_intro","count_EC_instruct_summary","count_EC_trial_seq","count_SPACE","count_Willkommen_1","count_adapt_cs_duration","count_adaptation_blocks","count_adaptation_save_script","count_adaptation_trial_seq","count_block_pause","count_def_present_gsync","count_demographics","count_demographics_save_script","count_ec_save_script","count_end_script","count_experiment","count_good_bye","count_instruct_pas_1_and_2","count_instruct_pas_3_and_4","count_instruct_pas_5_and_6","count_instruct_pas_overview","count_instruction_summary","count_new_logger","count_new_sequence","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_11","count_new_sketchpad_2_nw","count_new_sketchpad_4","count_new_sketchpad_5_nw","count_obj_vis_save_script","count_objective_visibility_blocks","count_objective_visibility_trial_seq","count_objvis_form","count_objvis_instructions_1","count_pas_form","count_pause","count_pause_after_wahrnehmungsphase","count_rating_blank","count_rating_block","count_rating_form","count_rating_instructions","count_rating_save_script","count_rating_sequence","count_repeat","count_set_duration","count_setup","count_show_subject_nr","count_singletrial","count_valence_focus","cs_filename","datetime","description","disable_garbage_collection","eval_rating","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","id_opt_1","id_opt_2","id_opt_3","id_opt_4","keyboard_backend","live_row","live_row_adaptation_blocks","logfile","mouse_backend","not_again","opensesame_codename","opensesame_version","opt_1","opt_2","opt_3","opt_4","pause","phase","postmask_filename","premask_filename","rather_neg","rather_pos","repeat_cycle","response","response_EC_instruct_1","response_EC_instruct_2","response_EC_instruct_3","response_EC_instruct_intro","response_EC_instruct_summary","response_SPACE","response_block_pause","response_good_bye","response_instruct_pas_1_and_2","response_instruct_pas_3_and_4","response_instruct_pas_5_and_6","response_instruct_pas_overview","response_instruction_summary","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_11","response_new_sketchpad_2_nw","response_new_sketchpad_4","response_new_sketchpad_5_nw","response_objvis_instructions_1","response_pause","response_pause_after_wahrnehmungsphase","response_rating_instructions","response_show_subject_nr","response_time","response_time_EC_instruct_1","response_time_EC_instruct_2","response_time_EC_instruct_3","response_time_EC_instruct_intro","response_time_EC_instruct_summary","response_time_SPACE","response_time_block_pause","response_time_good_bye","response_time_instruct_pas_1_and_2","response_time_instruct_pas_3_and_4","response_time_instruct_pas_5_and_6","response_time_instruct_pas_overview","response_time_instruction_summary","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_11","response_time_new_sketchpad_2_nw","response_time_new_sketchpad_4","response_time_new_sketchpad_5_nw","response_time_objvis_instructions_1","response_time_pause","response_time_pause_after_wahrnehmungsphase","response_time_rating_instructions","response_time_show_subject_nr","round_decimals","sampler_backend","sicher1_resp","sicher2_resp","sicher3_resp","sicher4_resp","sicher5_resp","sicher6_resp","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","synth_backend","time_EC_blocks","time_EC_instruct","time_EC_instruct_1","time_EC_instruct_2","time_EC_instruct_3","time_EC_instruct_intro","time_EC_instruct_summary","time_EC_trial_seq","time_SPACE","time_Willkommen_1","time_adapt_cs_duration","time_adaptation_blocks","time_adaptation_save_script","time_adaptation_trial_seq","time_block_pause","time_def_present_gsync","time_demographics","time_demographics_save_script","time_ec_save_script","time_end_script","time_experiment","time_good_bye","time_instruct_pas_1_and_2","time_instruct_pas_3_and_4","time_instruct_pas_5_and_6","time_instruct_pas_overview","time_instruction_summary","time_new_logger","time_new_sequence","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_11","time_new_sketchpad_2_nw","time_new_sketchpad_4","time_new_sketchpad_5_nw","time_obj_vis_save_script","time_objective_visibility_blocks","time_objective_visibility_trial_seq","time_objvis_form","time_objvis_instructions_1","time_pas_form","time_pause","time_pause_after_wahrnehmungsphase","time_rating_blank","time_rating_block","time_rating_form","time_rating_instructions","time_rating_save_script","time_rating_sequence","time_repeat","time_set_duration","time_setup","time_show_subject_nr","time_singletrial","time_valence_focus","title","total_correct","total_response_time","total_responses","transparent_variables","trialnr","uniform_coordinates","us_filename","us_valence","width"
"undefined","undefined","pas_5","no","49269.9443999","49269.9443999","#000000","no","1","psycho","psycho","psycho","0","relative","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","NA","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","0","NA","0","NA","NA","0","0","0","0","NA","0","NA","0","NA","NA","0","0","0","0","0","NA","K   U   L   G","12/08/21 08:52:58","A template containing a practice and an experimental phase","yes","NA","ecodap3.osexp","C:\exp\ecodap3","no","sans","no","18","no","white","no","Ich konnte nichts vom Phantasiewort wahrnehmen.","yes","1080","NA","NA","NA","NA","psycho","0","0","C:\exp\ecodap3\logs\8.log","psycho","yes","Kafkaesque Koffka","3.2.8","NA","NA","NA","NA","0","adaptation","maske_1.bmp","maske_2.bmp","NA","NA","0","space","NA","NA","NA","NA","NA","space","NA","NA","space","space","space","space","space","space","space","space","NA","space","NA","NA","NA","NA","NA","space","32271.4723001","NA","NA","NA","NA","NA","49269.9443999","NA","NA","45240.5839","35984.5697","46815.4915","24789.615","32271.4723001","31592.3302","18151.1707","10578.0568001","NA","19842.0496","NA","NA","NA","NA","NA","2604.55990001","2","legacy","yes","no","no","no","no","no","1024","2","48000","-16","experiment","8","even","legacy","NA","NA","NA","NA","NA","NA","NA","NA","13109.5017","13108.8863","340562.8462","331507.6176","340562.9154","331950.4543","NA","10416.8103","NA","NA","NA","NA","10416.2953","NA","156818.6646","202066.634","238059.6414","132021.6823","299235.5802","340563.1241","295483.5871","80571.0887","62412.2508001","284905.0549","NA","112169.2807","NA","NA","NA","NA","NA","NA","333821.5247","NA","NA","NA","NA","NA","NA","NA","NA","295483.6314","331950.6792","10416.8392001","10470.968","331950.7021","NA","ecodap3","0","49269.9443999","1","no","1","no","Destruction 9.jpg","neutral","1920"
"undefined","undefined","pas_3","no","49269.9443999","49269.9443999","#000000","no","1","psycho","psycho","psycho","0","relative","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","0","0","0","0","0","0","NA","0","0","1","0","1","1","1","0","0","0","NA","0","0","0","2","2","2","0","0","1","0","0","0","0","0","0","0","NA","0","NA","NA","0","1","0","0","NA","0","NA","0","NA","NA","0","1","0","0","1","NA","K   N   E   G","12/08/21 08:52:58","A template containing a practice and an experimental phase","yes","NA","ecodap3.osexp","C:\exp\ecodap3","no","sans","no","18","no","white","no","Ich konnte nichts vom Phantasiewort wahrnehmen.","yes","1080","NA","NA","NA","NA","psycho","1","1","C:\exp\ecodap3\logs\8.log","psycho","yes","Kafkaesque Koffka","3.2.8","NA","NA","NA","NA","0","adaptation","maske_1.bmp","maske_2.bmp","NA","NA","0","space","NA","NA","NA","NA","NA","space","NA","NA","space","space","space","space","space","space","space","space","NA","space","NA","NA","NA","NA","NA","space","32271.4723001","NA","NA","NA","NA","NA","49269.9443999","NA","NA","45240.5839","35984.5697","46815.4915","24789.615","32271.4723001","31592.3302","18151.1707","10578.0568001","NA","19842.0496","NA","NA","NA","NA","NA","2604.55990001","2","legacy","yes","no","no","no","no","no","1024","2","48000","-16","experiment","8","even","legacy","NA","NA","NA","NA","NA","NA","NA","NA","13109.5017","13108.8863","345831.7306","331507.6176","345831.8165","340903.8961","NA","10416.8103","NA","NA","NA","NA","10416.2953","NA","156818.6646","202066.634","238059.6414","132021.6823","299235.5802","345832.023","295483.5871","80571.0887","62412.2508001","284905.0549","NA","112169.2807","NA","NA","NA","NA","NA","NA","342704.963","NA","NA","NA","NA","NA","NA","NA","NA","295483.6314","340904.1106","10416.8392001","10470.968","340904.1345","NA","ecodap3","0","49269.9443999","1","no","2","no","Skyscraper 2.jpg","neutral","1920"
"undefined","undefined","pas_3","no","49269.9443999","49269.9443999","#000000","no","1","psycho","psycho","psycho","0","relative","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","0","0","0","0","0","0","NA","0","0","2","0","2","2","2","0","0","0","NA","0","0","0","2","2","2","0","0","2","0","0","0","0","0","0","0","NA","0","NA","NA","0","2","0","0","NA","0","NA","0","NA","NA","0","2","0","0","2","NA","N   E   H   Z","12/08/21 08:52:58","A template containing a practice and an experimental phase","yes","NA","ecodap3.osexp","C:\exp\ecodap3","no","sans","no","18","no","white","no","Ich konnte nichts vom Phantasiewort wahrnehmen.","yes","1080","NA","NA","NA","NA","psycho","2","2","C:\exp\ecodap3\logs\8.log","psycho","yes","Kafkaesque Koffka","3.2.8","NA","NA","NA","NA","0","adaptation","maske_1.bmp","maske_2.bmp","NA","NA","0","space","NA","NA","NA","NA","NA","space","NA","NA","space","space","space","space","space","space","space","space","NA","space","NA","NA","NA","NA","NA","space","32271.4723001","NA","NA","NA","NA","NA","49269.9443999","NA","NA","45240.5839","35984.5697","46815.4915","24789.615","32271.4723001","31592.3302","18151.1707","10578.0568001","NA","19842.0496","NA","NA","NA","NA","NA","2604.55990001","2","legacy","yes","no","no","no","no","no","1024","2","48000","-16","experiment","8","even","legacy","NA","NA","NA","NA","NA","NA","NA","NA","13109.5017","13108.8863","349206.3591","331507.6176","349206.4139","346102.9667","NA","10416.8103","NA","NA","NA","NA","10416.2953","NA","156818.6646","202066.634","238059.6414","132021.6823","299235.5802","349206.6311","295483.5871","80571.0887","62412.2508001","284905.0549","NA","112169.2807","NA","NA","NA","NA","NA","NA","347960.0337","NA","NA","NA","NA","NA","NA","NA","NA","295483.6314","346103.1783","10416.8392001","10470.968","346103.2021","NA","ecodap3","0","49269.9443999","1","no","3","no","Crow 2.jpg","neutral","1920"
"undefined","undefined","pas_5","no","49269.9443999","49269.9443999","#000000","no","1","psycho","psycho","psycho","0","relative","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","0","0","0","0","0","0","NA","0","0","3","0","3","3","3","0","0","0","NA","0","0","0","2","2","2","0","0","3","0","0","0","0","0","0","0","NA","0","NA","NA","0","3","0","0","NA","0","NA","0","NA","NA","0","3","0","0","3","NA","G   U   H   M","12/08/21 08:52:58","A template containing a practice and an experimental phase","yes","NA","ecodap3.osexp","C:\exp\ecodap3","no","sans","no","18","no","white","no","Ich konnte nichts vom Phantasiewort wahrnehmen.","yes","1080","NA","NA","NA","NA","psycho","3","3","C:\exp\ecodap3\logs\8.log","psycho","yes","Kafkaesque Koffka","3.2.8","NA","NA","NA","NA","0","adaptation","maske_1.bmp","maske_2.bmp","NA","NA","0","space","NA","NA","NA","NA","NA","space","NA","NA","space","space","space","space","space","space","space","space","NA","space","NA","NA","NA","NA","NA","space","32271.4723001","NA","NA","NA","NA","NA","49269.9443999","NA","NA","45240.5839","35984.5697","46815.4915","24789.615","32271.4723001","31592.3302","18151.1707","10578.0568001","NA","19842.0496","NA","NA","NA","NA","NA","2604.55990001","2","legacy","yes","no","no","no","no","no","1024","2","48000","-16","experiment","8","even","legacy","NA","NA","NA","NA","NA","NA","NA","NA","13109.5017","13108.8863","353150.7143","331507.6176","353150.7721","349447.1904","NA","10416.8103","NA","NA","NA","NA","10416.2953","NA","156818.6646","202066.634","238059.6414","132021.6823","299235.5802","353150.9607","295483.5871","80571.0887","62412.2508001","284905.0549","NA","112169.2807","NA","NA","NA","NA","NA","NA","351228.2499","NA","NA","NA","NA","NA","NA","NA","NA","295483.6314","349447.4051","10416.8392001","10470.968","349447.4288","NA","ecodap3","0","49269.9443999","1","no","4","no","Swingset 1.jpg","neutral","1920"
"undefined","undefined","pas_5","no","49269.9443999","49269.9443999","#000000","no","1","psycho","psycho","psycho","0","relative","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","0","0","0","0","0","0","NA","0","0","4","0","4","4","4","0","0","0","NA","0","0","0","2","2","2","0","0","4","0","0","0","0","0","0","0","NA","0","NA","NA","0","4","0","0","NA","0","NA","0","NA","NA","0","4","0","0","4","NA","T   E   L   G","12/08/21 08:52:58","A template containing a practice and an experimental phase","yes","NA","ecodap3.osexp","C:\exp\ecodap3","no","sans","no","18","no","white","no","Ich konnte nichts vom Phantasiewort wahrnehmen.","yes","1080","NA","NA","NA","NA","psycho","4","4","C:\exp\ecodap3\logs\8.log","psycho","yes","Kafkaesque Koffka","3.2.8","NA","NA","NA","NA","0","adaptation","maske_1.bmp","maske_2.bmp","NA","NA","0","space","NA","NA","NA","NA","NA","space","NA","NA","space","space","space","space","space","space","space","space","NA","space","NA","NA","NA","NA","NA","space","32271.4723001","NA","NA","NA","NA","NA","49269.9443999","NA","NA","45240.5839","35984.5697","46815.4915","24789.615","32271.4723001","31592.3302","18151.1707","10578.0568001","NA","19842.0496","NA","NA","NA","NA","NA","2604.55990001","2","legacy","yes","no","no","no","no","no","1024","2","48000","-16","experiment","8","even","legacy","NA","NA","NA","NA","NA","NA","NA","NA","13109.5017","13108.8863","357510.2899","331507.6176","357510.3439","353382.5452","NA","10416.8103","NA","NA","NA","NA","10416.2953","NA","156818.6646","202066.634","238059.6414","132021.6823","299235.5802","357510.531","295483.5871","80571.0887","62412.2508001","284905.0549","NA","112169.2807","NA","NA","NA","NA","NA","NA","355150.6602","NA","NA","NA","NA","NA","NA","NA","NA","295483.6314","353382.7774","10416.8392001","10470.968","353382.8014","NA","ecodap3","0","49269.9443999","1","no","5","no","Roofing 2.jpg","neutral","1920"
"undefined","undefined","pas_5","no","49269.9443999","49269.9443999","#000000","no","1","psycho","psycho","psycho","0","relative","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","0","0","0","0","0","0","NA","0","0","5","0","5","5","5","0","0","0","NA","0","0","0","2","2","2","0","0","5","0","0","0","0","0","0","0","NA","0","NA","NA","0","5","0","0","NA","0","NA","0","NA","NA","0","5","0","0","5","NA","G   E   M   T","12/08/21 08:52:58","A template containing a practice and an experimental phase","yes","NA","ecodap3.osexp","C:\exp\ecodap3","no","sans","no","18","no","white","no","Ich konnte nichts vom Phantasiewort wahrnehmen.","yes","1080","NA","NA","NA","NA","psycho","5","5","C:\exp\ecodap3\logs\8.log","psycho","yes","Kafkaesque Koffka","3.2.8","NA","NA","NA","NA","0","adaptation","maske_1.bmp","maske_2.bmp","NA","NA","0","space","NA","NA","NA","NA","NA","space","NA","NA","space","space","space","space","space","space","space","space","NA","space","NA","NA","NA","NA","NA","space","32271.4723001","NA","NA","NA","NA","NA","49269.9443999","NA","NA","45240.5839","35984.5697","46815.4915","24789.615","32271.4723001","31592.3302","18151.1707","10578.0568001","NA","19842.0496","NA","NA","NA","NA","NA","2604.55990001","2","legacy","yes","no","no","no","no","no","1024","2","48000","-16","experiment","8","even","legacy","NA","NA","NA","NA","NA","NA","NA","NA","13109.5017","13108.8863","361758.477","331507.6176","361758.5311","357755.8024","NA","10416.8103","NA","NA","NA","NA","10416.2953","NA","156818.6646","202066.634","238059.6414","132021.6823","299235.5802","361758.7214","295483.5871","80571.0887","62412.2508001","284905.0549","NA","112169.2807","NA","NA","NA","NA","NA","NA","359502.8661","NA","NA","NA","NA","NA","NA","NA","NA","295483.6314","357756.0165","10416.8392001","10470.968","357756.0404","NA","ecodap3","0","49269.9443999","1","no","6","no","Bored pose 1.jpg","neutral","1920"
"undefined","undefined","pas_3","no","49269.9443999","49269.9443999","#000000","no","1","psycho","psycho","psycho","0","relative","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","0","0","0","0","0","0","NA","0","0","6","0","6","6","6","0","0","0","NA","0","0","0","2","2","2","0","0","6","0","0","0","0","0","0","0","NA","0","NA","NA","0","6","0","0","NA","0","NA","0","NA","NA","0","6","0","0","6","NA","T   U   L   M","12/08/21 08:52:58","A template containing a practice and an experimental phase","yes","NA","ecodap3.osexp","C:\exp\ecodap3","no","sans","no","18","no","white","no","Ich konnte nichts vom Phantasiewort wahrnehmen.","yes","1080","NA","NA","NA","NA","psycho","6","6","C:\exp\ecodap3\logs\8.log","psycho","yes","Kafkaesque Koffka","3.2.8","NA","NA","NA","NA","0","adaptation","maske_2.bmp","maske_1.bmp","NA","NA","0","space","NA","NA","NA","NA","NA","space","NA","NA","space","space","space","space","space","space","space","space","NA","space","NA","NA","NA","NA","NA","space","32271.4723001","NA","NA","NA","NA","NA","49269.9443999","NA","NA","45240.5839","35984.5697","46815.4915","24789.615","32271.4723001","31592.3302","18151.1707","10578.0568001","NA","19842.0496","NA","NA","NA","NA","NA","2604.55990001","2","legacy","yes","no","no","no","no","no","1024","2","48000","-16","experiment","8","even","legacy","NA","NA","NA","NA","NA","NA","NA","NA","13109.5017","13108.8863","365118.8967","331507.6176","365118.9573","362031.5738","NA","10416.8103","NA","NA","NA","NA","10416.2953","NA","156818.6646","202066.634","238059.6414","132021.6823","299235.5802","365119.1467","295483.5871","80571.0887","62412.2508001","284905.0549","NA","112169.2807","NA","NA","NA","NA","NA","NA","363800.637","NA","NA","NA","NA","NA","NA","NA","NA","295483.6314","362031.7804","10416.8392001","10470.968","362031.8037","NA","ecodap3","0","49269.9443999","1","no","7","no","Prison 1.jpg","neutral","1920"
"undefined","undefined","pas_3","no","49269.9443999","49269.9443999","#000000","no","1","psycho","psycho","psycho","0","relative","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","0","0","0","0","0","0","NA","0","0","7","0","7","7","7","0","0","0","NA","0","0","0","2","2","2","0","0","7","0","0","0","0","0","0","0","NA","0","NA","NA","0","7","0","0","NA","0","NA","0","NA","NA","0","7","0","0","7","NA","Z   U   H   L","12/08/21 08:52:58","A template containing a practice and an experimental phase","yes","NA","ecodap3.osexp","C:\exp\ecodap3","no","sans","no","18","no","white","no","Ich konnte nichts vom Phantasiewort wahrnehmen.","yes","1080","NA","NA","NA","NA","psycho","7","7","C:\exp\ecodap3\logs\8.log","psycho","yes","Kafkaesque Koffka","3.2.8","NA","NA","NA","NA","0","adaptation","maske_1.bmp","maske_2.bmp","NA","NA","0","space","NA","NA","NA","NA","NA","space","NA","NA","space","space","space","space","space","space","space","space","NA","space","NA","NA","NA","NA","NA","space","32271.4723001","NA","NA","NA","NA","NA","49269.9443999","NA","NA","45240.5839","35984.5697","46815.4915","24789.615","32271.4723001","31592.3302","18151.1707","10578.0568001","NA","19842.0496","NA","NA","NA","NA","NA","2604.55990001","2","legacy","yes","no","no","no","no","no","1024","2","48000","-16","experiment","8","even","legacy","NA","NA","NA","NA","NA","NA","NA","NA","13109.5017","13108.8863","368542.2305","331507.6176","368542.2858","365348.4113","NA","10416.8103","NA","NA","NA","NA","10416.2953","NA","156818.6646","202066.634","238059.6414","132021.6823","299235.5802","368542.5069","295483.5871","80571.0887","62412.2508001","284905.0549","NA","112169.2807","NA","NA","NA","NA","NA","NA","367149.4783","NA","NA","NA","NA","NA","NA","NA","NA","295483.6314","365348.6233","10416.8392001","10470.968","365348.6469","NA","ecodap3","0","49269.9443999","1","no","8","no","Soccer 1.jpg","neutral","1920"
"undefined","undefined","pas_5","no","49269.9443999","49269.9443999","#000000","no","1","psycho","psycho","psycho","0","relative","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","0","0","0","0","0","0","NA","0","0","8","0","8","8","8","0","0","0","NA","0","0","0","2","2","2","0","0","8","0","0","0","0","0","0","0","NA","0","NA","NA","0","8","0","0","NA","0","NA","0","NA","NA","0","8","0","0","8","NA","K   U   L   G","12/08/21 08:52:58","A template containing a practice and an experimental phase","yes","NA","ecodap3.osexp","C:\exp\ecodap3","no","sans","no","18","no","white","no","Ich konnte nichts vom Phantasiewort wahrnehmen.","yes","1080","NA","NA","NA","NA","psycho","8","8","C:\exp\ecodap3\logs\8.log","psycho","yes","Kafkaesque Koffka","3.2.8","NA","NA","NA","NA","0","adaptation","maske_2.bmp","maske_1.bmp","NA","NA","0","space","NA","NA","NA","NA","NA","space","NA","NA","space","space","space","space","space","space","space","space","NA","space","NA","NA","NA","NA","NA","space","32271.4723001","NA","NA","NA","NA","NA","49269.9443999","NA","NA","45240.5839","35984.5697","46815.4915","24789.615","32271.4723001","31592.3302","18151.1707","10578.0568001","NA","19842.0496","NA","NA","NA","NA","NA","2604.55990001","2","legacy","yes","no","no","no","no","no","1024","2","48000","-16","experiment","8","even","legacy","NA","NA","NA","NA","NA","NA","NA","NA","13109.5017","13108.8863","372078.5337","331507.6176","372078.6018","368777.2611","NA","10416.8103","NA","NA","NA","NA","10416.2953","NA","156818.6646","202066.634","238059.6414","132021.6823","299235.5802","372078.7859","295483.5871","80571.0887","62412.2508001","284905.0549","NA","112169.2807","NA","NA","NA","NA","NA","NA","370596.3243","NA","NA","NA","NA","NA","NA","NA","NA","295483.6314","368777.4807","10416.8392001","10470.968","368777.505","NA","ecodap3","0","49269.9443999","1","no","9","no","Cups 2.jpg","neutral","1920"
"undefined","undefined","pas_5","no","49269.9443999","49269.9443999","#000000","no","1","psycho","psycho","psycho","0","relative","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","0","0","0","0","0","0","0","NA","0","0","9","0","9","9","9","0","0","0","NA","0","0","0","2","2","2","0","0","9","0","0","0","0","0","0","0","NA","0","NA","NA","0","9","0","0","NA","0","NA","0","NA","NA","0","9","0","0","9","NA","G   U   H   M","12/08/21 08:52:58","A template containing a practice and an experimental phase","yes","NA","ecodap3.osexp","C:\exp\ecodap3","no","sans","no","18","no","white","no","Ich konnte nichts vom Phantasiewort wahrnehmen.","yes","1080","NA","NA","NA","NA","psycho","9","9","C:\exp\ecodap3\logs\8.log","psycho","yes","Kafkaesque Koffka","3.2.8","NA","NA","NA","NA","0","adaptation","maske_2.bmp","maske_1.bmp","NA","NA","0","space","NA","NA","NA","NA","NA","space","NA","NA","space","space","space","space","space","space","space","space","NA","space","NA","NA","NA","NA","NA","space","32271.4723001","NA","NA","NA","NA","NA","49269.9443999","NA","NA","45240.5839","35984.5697","46815.4915","24789.615","32271.4723001","31592.3302","18151.1707","10578.0568001","NA","19842.0496","NA","NA","NA","NA","NA","2604.55990001","2","legacy","yes","no","no","no","no","no","1024","2","48000","-16","experiment","8","even","legacy","NA","NA","NA","NA","NA","NA","NA","NA","13109.5017","13108.8863","375701.2408","331507.6176","375701.2986","372347.0018","NA","10416.8103","NA","NA","NA","NA","10416.2953","NA","156818.6646","202066.634","238059.6414","132021.6823","299235.5802","375701.4849","295483.5871","80571.0887","62412.2508001","284905.0549","NA","112169.2807","NA","NA","NA","NA","NA","NA","374238.0656","NA","NA","NA","NA","NA","NA","NA","NA","295483.6314","372347.2157","10416.8392001","10470.968","372347.2396","NA","ecodap3","0","49269.9443999","1","no","10","no","Fence 5.jpg","neutral","1920"
