subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
17,gen,8,positive,17,P   A   W   S
17,gen_control,2,negative,5,M   U   G   X
17,gen,6,negative,7,B   R   O   L
17,ec_control,2,positive,1,H   Y   V   Z
17,ec,2,negative,11,B   L   O   R
17,ec,1,positive,7,S   N   A   W
17,gen_control,3,negative,2,K   M   I   X
17,gen,7,positive,7,P   A   N   S
17,gen_control,1,negative,4,K   U   M   X
17,ec_control,1,negative,2,G   M   U   X
17,ec_control,2,negative,0,K   I   G   M
17,ec,6,negative,11,B   O   R   F
17,gen,2,negative,13,F   L   O   R
17,gen,2,positive,6,D   A   P   S
17,gen,7,negative,5,B   O   R   L
17,ec,3,negative,4,L   O   R   B
17,gen,1,positive,6,W   A   N   S
17,gen,4,negative,13,J   O   R   F
17,ec,2,positive,4,P   A   N   D
17,gen_control,1,positive,15,V   E   H   T
17,gen_control,4,positive,1,H   Y   T   V
17,ec,7,positive,1,D   W   A   P
17,gen_control,3,positive,0,T   V   Y   Z
17,ec_control,1,positive,6,T   E   H   V
17,gen_control,4,negative,8,G   I   K   M
17,ec,3,positive,14,W   A   P   S
17,ec,7,negative,7,B   R   O   F
17,gen,1,negative,6,L   O   B   F
17,gen,5,negative,6,F   O   R   B
17,ec,5,negative,13,F   R   O   B
17,gen,6,positive,15,N   A   P   S
17,ec,5,positive,4,S   W   A   D
17,gen_control,2,positive,1,Z   E   V   T
17,gen,3,positive,7,W   A   D   S
17,gen,5,positive,14,S   P   A   D
17,ec,8,positive,15,D   A   N   S
17,gen,3,negative,8,B   O   L   F
17,ec,6,positive,15,S   W   A   P
17,ec,4,positive,16,S   P   A   W
17,ec,8,negative,7,J   O   R   B
17,ec,1,negative,4,J   O   L   F
17,gen,8,negative,14,F   R   O   L
17,gen,4,positive,7,S   N   A   D
17,ec,4,negative,3,B   L   O   F
