subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
45,gen,5,negative,12,C   E   L   M
45,gen_control,1,positive,19,F   O   R   B
45,ec,7,negative,19,L   E   M   K
45,gen,7,positive,8,T   U   N   G
45,ec,2,positive,19,D   N   U   G
45,ec_control,2,positive,19,F   R   I   B
45,gen_control,4,negative,19,P   S   A   V
45,ec,1,positive,19,G   U   T   Z
45,gen_control,3,negative,19,W   A   P   S
45,ec_control,1,positive,19,J   O   R   F
45,ec,6,negative,19,C   L   E   M
45,ec,2,negative,19,K   E   H   M
45,gen,2,positive,19,D   U   G   T
45,gen,1,positive,19,G   U   N   D
45,gen,2,negative,19,M   E   H   K
45,gen,7,negative,19,C   E   L   K
45,ec,8,negative,19,H   E   M   K
45,gen_control,2,negative,19,S   W   Y   P
45,ec,7,positive,19,D   U   T   Z
45,ec,1,negative,19,C   H   E   L
45,gen_control,2,positive,19,B   J   O   F
45,gen,8,negative,19,K   L   E   H
45,gen,6,positive,19,Z   U   N   T
45,ec,5,negative,19,K   E   L   M
45,ec,8,positive,19,D   U   N   T
45,ec,6,positive,19,Z   U   N   D
45,gen,5,positive,19,T   N   U   D
45,ec,4,positive,19,T   U   G   Z
45,gen,8,positive,19,G   U   N   T
45,gen,4,negative,19,H   E   L   K
45,ec,3,negative,19,C   L   E   K
45,gen,4,positive,19,Z   U   D   T
45,gen,3,negative,19,M   E   C   H
45,ec,5,positive,19,N   U   G   Z
45,gen_control,4,positive,19,B   I   R   F
45,ec,4,negative,19,K   L   E   M
45,ec_control,2,negative,19,P   Y   W   S
45,ec,3,positive,19,G   N   U   D
45,gen_control,1,negative,19,S   P   Y   V
45,ec_control,1,negative,19,V   A   S   P
45,gen,1,negative,19,C   H   E   K
45,gen,3,positive,19,Z   U   N   G
45,gen,6,negative,8,K   E   C   H
45,gen_control,3,positive,12,J   I   B   F
