subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
34,ec,3,negative,7,B   L   O   R
34,ec_control,2,positive,4,K   I   G   M
34,gen,7,negative,5,B   L   O   F
34,ec,5,negative,6,B   O   R   F
34,ec_control,1,negative,4,T   E   H   V
34,ec,8,negative,9,J   O   R   B
34,gen,4,positive,19,S   W   A   P
34,gen_control,4,positive,2,G   I   K   M
34,ec,6,negative,2,L   O   R   B
34,gen_control,2,negative,4,Z   E   V   T
34,ec,7,negative,4,B   R   O   L
34,ec,5,positive,19,P   A   N   S
34,ec,1,negative,8,L   O   B   F
34,gen_control,3,negative,9,T   V   Y   Z
34,ec,1,positive,15,N   A   P   S
34,gen,1,negative,6,F   R   O   B
34,ec,2,positive,15,D   A   N   S
34,gen,3,negative,9,J   O   L   F
34,gen,3,positive,9,D   A   P   S
34,gen,5,negative,9,F   O   R   B
34,gen,5,positive,9,S   N   A   W
34,gen,4,negative,9,B   R   O   F
34,gen_control,4,negative,9,H   Y   T   V
34,ec,3,positive,9,S   P   A   W
34,ec,7,positive,9,W   A   D   S
34,ec,8,positive,9,W   A   P   S
34,ec,4,positive,9,P   A   N   D
34,gen_control,2,positive,9,M   U   G   X
34,gen,7,positive,9,S   N   A   D
34,ec,2,negative,9,F   L   O   R
34,gen,8,negative,9,B   O   L   F
34,gen,6,positive,9,D   W   A   P
34,ec_control,2,negative,9,H   Y   V   Z
34,ec_control,1,positive,9,G   M   U   X
34,gen,8,positive,9,S   W   A   D
34,gen,2,positive,9,S   P   A   D
34,gen_control,1,negative,9,V   E   H   T
34,gen,2,negative,9,J   O   R   F
34,gen_control,1,positive,9,K   U   M   X
34,gen,6,negative,9,F   R   O   L
34,gen_control,3,positive,9,K   M   I   X
34,gen,1,positive,9,P   A   W   S
34,ec,4,negative,9,B   O   R   L
34,ec,6,positive,9,W   A   N   S
