subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
23,ec,1,negative,19,Z   U   N   T
23,ec,8,positive,19,C   H   E   L
23,gen,7,positive,14,C   E   L   K
23,gen_control,2,positive,0,B   J   O   F
23,ec,1,positive,16,M   E   C   H
23,ec,4,negative,16,N   U   G   Z
23,ec,5,negative,19,G   U   T   Z
23,gen,6,positive,19,H   E   L   K
23,ec,2,positive,19,C   L   E   K
23,gen,4,positive,19,L   E   M   K
23,ec,5,positive,19,K   E   H   M
23,gen,4,negative,19,Z   U   N   G
23,ec,8,negative,19,T   N   U   D
23,gen,7,negative,19,D   U   N   T
23,ec,7,negative,19,Z   U   N   D
23,gen,3,negative,19,G   U   N   D
23,gen,3,positive,16,C   E   L   M
23,gen_control,1,positive,19,F   O   R   B
23,gen,2,negative,15,T   U   G   Z
23,gen,2,positive,16,K   E   L   M
23,gen_control,2,negative,19,S   W   Y   P
23,gen,6,negative,19,D   U   T   Z
23,ec,7,positive,19,C   H   E   K
23,ec,6,positive,19,K   L   E   H
23,gen,8,positive,17,H   E   M   K
23,ec_control,1,negative,19,V   A   S   P
23,gen_control,4,negative,9,P   S   A   V
23,gen,1,positive,8,C   L   E   M
23,ec,3,positive,11,M   E   H   K
23,gen,8,negative,19,G   U   N   T
23,ec_control,2,negative,19,P   Y   W   S
23,ec_control,2,positive,10,F   R   I   B
23,gen_control,1,negative,9,S   P   Y   V
23,ec,2,negative,19,G   N   U   D
23,gen_control,3,positive,19,J   I   B   F
23,ec,4,positive,19,K   E   C   H
23,gen,5,positive,19,K   L   E   M
23,gen,5,negative,19,T   U   N   G
23,ec,6,negative,19,D   N   U   G
23,gen,1,negative,19,Z   U   D   T
23,ec_control,1,positive,10,J   O   R   F
23,ec,3,negative,19,D   U   G   T
23,gen_control,3,negative,19,W   A   P   S
23,gen_control,4,positive,19,B   I   R   F
