subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
1,gen,6,positive,4,P   A   N   D
1,gen,4,positive,7,W   A   P   S
1,gen,7,positive,12,D   A   N   S
1,gen,3,positive,0,S   N   A   D
1,ec,2,positive,19,S   W   A   P
1,gen_control,2,negative,0,M   U   G   X
1,gen,3,negative,2,F   R   O   B
1,gen_control,4,positive,0,H   Y   T   V
1,gen_control,2,positive,0,Z   E   V   T
1,ec,3,positive,8,W   A   D   S
1,ec,5,negative,0,B   R   O   F
1,gen_control,3,positive,0,T   V   Y   Z
1,gen_control,4,negative,0,G   I   K   M
1,gen,1,negative,3,B   R   O   L
1,gen,6,negative,1,F   L   O   R
1,gen,8,positive,16,S   W   A   D
1,ec_control,2,negative,0,K   I   G   M
1,ec,1,positive,0,D   W   A   P
1,ec_control,2,positive,0,H   Y   V   Z
1,ec_control,1,negative,0,G   M   U   X
1,ec,3,negative,2,F   R   O   L
1,gen_control,1,negative,1,K   U   M   X
1,gen,4,negative,1,L   O   R   B
1,ec,4,positive,8,D   A   P   S
1,ec,8,positive,5,W   A   N   S
1,ec,2,negative,1,B   O   R   L
1,ec,8,negative,1,F   O   R   B
1,gen_control,1,positive,0,V   E   H   T
1,ec,6,negative,0,J   O   R   B
1,ec,4,negative,0,J   O   R   F
1,gen,1,positive,1,P   A   W   S
1,gen,7,negative,1,B   L   O   R
1,ec,7,positive,1,P   A   N   S
1,gen,2,positive,1,S   P   A   W
1,gen,8,negative,1,B   O   L   F
1,ec,1,negative,1,B   L   O   F
1,gen_control,3,negative,0,K   M   I   X
1,gen,2,negative,1,L   O   B   F
1,gen,5,negative,1,B   O   R   F
1,ec_control,1,positive,1,T   E   H   V
1,ec,5,positive,1,S   P   A   D
1,gen,5,positive,1,S   N   A   W
1,ec,6,positive,1,N   A   P   S
1,ec,7,negative,1,J   O   L   F
