subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
3,gen,5,positive,10,B   O   R   L
3,ec_control,2,negative,7,K   I   G   M
3,gen,4,negative,8,D   W   A   P
3,gen_control,3,positive,5,T   V   Y   Z
3,gen_control,4,positive,3,H   Y   T   V
3,ec,8,negative,14,S   N   A   W
3,ec,6,negative,11,N   A   P   S
3,ec,6,positive,12,F   O   R   B
3,ec,3,positive,13,B   R   O   L
3,gen,7,negative,14,S   P   A   W
3,gen,2,negative,13,P   A   N   D
3,ec,2,negative,12,P   A   N   S
3,gen,8,positive,14,B   R   O   F
3,gen,8,negative,15,S   W   A   D
3,ec,1,negative,13,D   A   N   S
3,gen_control,2,positive,2,Z   E   V   T
3,gen,5,negative,7,W   A   D   S
3,ec,7,positive,7,J   O   R   F
3,ec,2,positive,13,F   R   O   B
3,ec_control,1,positive,9,T   E   H   V
3,ec,5,negative,7,W   A   P   S
3,ec_control,1,negative,5,G   M   U   X
3,ec,8,positive,10,B   O   L   F
3,gen,1,positive,9,J   O   L   F
3,ec,4,negative,13,P   A   W   S
3,gen,3,positive,14,F   L   O   R
3,ec,1,positive,15,L   O   R   B
3,gen,2,positive,13,B   O   R   F
3,ec,7,negative,10,S   N   A   D
3,ec,5,positive,9,J   O   R   B
3,ec_control,2,positive,2,H   Y   V   Z
3,gen_control,3,negative,5,K   M   I   X
3,gen_control,1,negative,5,K   U   M   X
3,gen,6,positive,11,F   R   O   L
3,gen_control,2,negative,7,M   U   G   X
3,gen,3,negative,9,D   A   P   S
3,gen,1,negative,11,S   W   A   P
3,gen_control,4,negative,9,G   I   K   M
3,gen_control,1,positive,7,V   E   H   T
3,gen,6,negative,11,S   P   A   D
3,ec,4,positive,13,B   L   O   R
3,gen,4,positive,12,B   L   O   F
3,gen,7,positive,14,L   O   B   F
3,ec,3,negative,12,W   A   N   S
