subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
22,gen,4,negative,17,C   E   L   M
22,gen,8,positive,15,Z   U   N   D
22,ec_control,1,negative,14,J   O   R   F
22,gen_control,1,negative,14,F   O   R   B
22,gen_control,4,negative,12,B   I   R   F
22,gen_control,1,positive,8,S   P   Y   V
22,ec,4,negative,8,H   E   L   K
22,ec,5,negative,10,K   E   L   M
22,gen,3,negative,16,K   L   E   H
22,ec,6,positive,11,Z   U   N   G
22,gen,2,positive,10,G   U   N   D
22,gen,1,positive,8,G   U   T   Z
22,ec,3,negative,9,K   E   H   M
22,gen,7,negative,13,C   L   E   M
22,gen_control,3,negative,4,J   I   B   F
22,ec,4,positive,5,G   U   N   T
22,ec,7,positive,2,T   N   U   D
22,ec,1,negative,2,M   E   C   H
22,gen_control,4,positive,7,P   S   A   V
22,ec,3,positive,7,Z   U   D   T
22,gen,1,negative,8,H   E   M   K
22,ec,1,positive,7,Z   U   N   T
22,ec_control,2,negative,3,F   R   I   B
22,ec,5,positive,3,D   U   T   Z
22,gen,5,positive,3,D   U   N   T
22,ec,2,positive,2,D   N   U   G
22,gen,6,negative,3,L   E   M   K
22,ec,8,negative,2,M   E   H   K
22,ec,8,positive,0,T   U   G   Z
22,gen,2,negative,1,C   H   E   L
22,ec_control,2,positive,1,P   Y   W   S
22,gen_control,2,positive,1,S   W   Y   P
22,gen,6,positive,1,N   U   G   Z
22,gen_control,3,positive,8,W   A   P   S
22,gen,8,negative,3,K   E   C   H
22,gen_control,2,negative,3,B   J   O   F
22,gen,5,negative,2,C   L   E   K
22,ec,2,negative,3,C   H   E   K
22,ec,7,negative,5,K   L   E   M
22,ec,6,negative,4,C   E   L   K
22,ec_control,1,positive,10,V   A   S   P
22,gen,7,positive,7,T   U   N   G
22,gen,4,positive,9,D   U   G   T
22,gen,3,positive,7,G   N   U   D
