subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
11,gen,2,negative,12,S   P   A   D
11,gen_control,1,positive,7,V   E   H   T
11,gen_control,4,positive,5,H   Y   T   V
11,gen,7,positive,14,F   O   R   B
11,ec,5,positive,17,L   O   R   B
11,gen_control,4,negative,8,G   I   K   M
11,gen_control,3,positive,2,T   V   Y   Z
11,ec_control,1,negative,9,G   M   U   X
11,ec_control,2,negative,7,K   I   G   M
11,gen,1,positive,12,B   R   O   L
11,gen_control,2,negative,3,M   U   G   X
11,gen_control,2,positive,1,Z   E   V   T
11,gen_control,1,negative,2,K   U   M   X
11,gen,5,positive,11,L   O   B   F
11,gen,6,positive,13,B   O   R   L
11,ec,8,positive,14,B   O   R   F
11,gen,8,negative,11,N   A   P   S
11,ec,4,positive,17,F   L   O   R
11,gen,1,negative,10,S   W   A   D
11,ec,1,positive,14,B   L   O   F
11,ec_control,1,positive,3,T   E   H   V
11,ec,5,negative,18,D   A   N   S
11,gen,6,negative,9,S   N   A   D
11,ec,1,negative,13,D   A   P   S
11,gen,4,positive,15,F   R   O   B
11,gen,2,positive,10,J   O   R   B
11,ec,4,negative,8,W   A   N   S
11,gen,5,negative,6,S   P   A   W
11,gen,4,negative,10,P   A   N   S
11,ec_control,2,positive,1,H   Y   V   Z
11,ec,3,positive,12,J   O   R   F
11,gen,8,positive,9,J   O   L   F
11,ec,6,negative,9,S   W   A   P
11,gen,3,negative,8,P   A   N   D
11,ec,7,negative,9,S   N   A   W
11,ec,6,positive,16,F   R   O   L
11,ec,3,negative,7,P   A   W   S
11,ec,2,positive,17,B   L   O   R
11,gen,3,positive,14,B   R   O   F
11,ec,8,negative,9,W   A   P   S
11,ec,7,positive,15,B   O   L   F
11,gen,7,negative,12,D   W   A   P
11,ec,2,negative,10,W   A   D   S
11,gen_control,3,negative,4,K   M   I   X
