subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
76,gen,2,positive,14,L   O   R   B
76,gen_control,1,negative,5,V   E   H   T
76,gen_control,3,negative,0,T   V   Y   Z
76,gen,6,positive,14,J   O   R   B
76,ec,5,negative,12,D   A   P   S
76,ec_control,1,positive,3,G   M   U   X
76,gen,5,positive,15,F   O   R   B
76,gen_control,2,positive,2,M   U   G   X
76,gen,2,negative,16,P   A   N   D
76,ec,6,negative,15,S   P   A   D
76,gen_control,3,positive,2,K   M   I   X
76,ec,5,positive,11,B   O   R   L
76,ec,2,positive,11,F   R   O   L
76,gen,1,positive,7,B   R   O   F
76,ec,1,positive,11,B   O   L   F
76,gen,5,negative,11,P   A   N   S
76,ec,7,negative,11,P   A   W   S
76,ec,8,negative,10,W   A   D   S
76,gen_control,1,positive,3,K   U   M   X
76,gen,8,positive,7,B   L   O   R
76,ec,2,negative,7,S   P   A   W
76,ec,4,positive,7,J   O   R   F
76,gen,4,negative,7,S   W   A   P
76,gen,3,positive,13,F   L   O   R
76,gen,7,positive,13,B   R   O   L
76,gen_control,4,positive,3,G   I   K   M
76,ec,1,negative,13,N   A   P   S
76,ec,8,positive,12,J   O   L   F
76,ec,3,negative,13,W   A   P   S
76,gen,6,negative,13,W   A   N   S
76,ec,3,positive,13,B   L   O   F
76,ec_control,2,positive,3,K   I   G   M
76,ec,7,positive,13,F   R   O   B
76,ec,4,negative,13,S   N   A   W
76,ec_control,2,negative,0,H   Y   V   Z
76,gen,3,negative,6,D   W   A   P
76,gen_control,4,negative,0,H   Y   T   V
76,gen,1,negative,13,D   A   N   S
76,ec,6,positive,8,B   O   R   F
76,ec_control,1,negative,7,T   E   H   V
76,gen_control,2,negative,7,Z   E   V   T
76,gen,4,positive,6,L   O   B   F
76,gen,7,negative,12,S   W   A   D
76,gen,8,negative,12,S   N   A   D
