subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
16,gen_control,4,negative,1,B   I   R   F
16,gen,4,negative,2,G   N   U   D
16,gen,8,negative,4,Z   U   D   T
16,gen,5,positive,4,H   E   L   K
16,gen_control,1,positive,4,S   P   Y   V
16,ec,6,positive,7,C   E   L   K
16,ec,8,negative,6,T   N   U   D
16,ec_control,2,negative,10,F   R   I   B
16,gen,8,positive,15,C   L   E   K
16,gen_control,2,negative,5,B   J   O   F
16,ec_control,2,positive,5,P   Y   W   S
16,gen_control,3,negative,5,J   I   B   F
16,gen,6,negative,11,D   U   T   Z
16,gen,2,positive,11,K   L   E   M
16,ec,3,negative,18,Z   U   N   T
16,ec,8,positive,14,C   H   E   K
16,gen_control,1,negative,15,F   O   R   B
16,ec,4,negative,16,T   U   N   G
16,ec,2,positive,16,L   E   M   K
16,gen,5,negative,12,D   U   G   T
16,ec,7,negative,12,G   U   N   T
16,gen,6,positive,10,M   E   H   K
16,gen,2,negative,18,Z   U   N   D
16,gen,7,negative,7,N   U   G   Z
16,gen,3,positive,9,C   E   L   M
16,gen_control,2,positive,6,S   W   Y   P
16,ec,1,negative,8,D   U   N   T
16,ec,3,positive,10,C   H   E   L
16,ec,5,negative,12,G   U   N   D
16,gen,1,negative,5,T   U   G   Z
16,ec,5,positive,13,M   E   C   H
16,ec_control,1,negative,6,J   O   R   F
16,ec,7,positive,10,K   E   C   H
16,ec,6,negative,9,G   U   T   Z
16,gen,7,positive,14,K   E   L   M
16,ec,1,positive,18,K   L   E   H
16,gen,3,negative,14,Z   U   N   G
16,gen,1,positive,11,H   E   M   K
16,gen,4,positive,12,K   E   H   M
16,ec,2,negative,1,D   N   U   G
16,ec_control,1,positive,9,V   A   S   P
16,gen_control,4,positive,4,P   S   A   V
16,gen_control,3,positive,18,W   A   P   S
16,ec,4,positive,18,C   L   E   M
