subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
55,ec,7,positive,8,K   L   E   M
55,gen,2,positive,3,M   E   H   K
55,gen_control,4,positive,13,B   I   R   F
55,gen,2,negative,9,T   U   N   G
55,gen,3,negative,11,Z   U   N   D
55,gen,3,positive,8,L   E   M   K
55,gen_control,3,positive,1,J   I   B   F
55,ec,2,negative,0,T   U   G   Z
55,gen,6,positive,7,C   L   E   M
55,ec,1,positive,13,M   E   C   H
55,gen,7,positive,8,C   E   L   M
55,gen,5,positive,11,H   E   L   K
55,gen,8,positive,14,K   E   H   M
55,gen_control,4,negative,7,P   S   A   V
55,ec,5,negative,3,G   U   T   Z
55,ec_control,2,positive,8,F   R   I   B
55,gen,8,negative,8,G   U   N   T
55,gen_control,2,positive,3,B   J   O   F
55,ec,5,positive,9,C   H   E   K
55,gen,4,positive,13,K   L   E   H
55,ec,8,negative,7,G   U   N   D
55,gen_control,1,negative,10,S   P   Y   V
55,ec,2,positive,12,C   H   E   L
55,ec,8,positive,7,C   E   L   K
55,ec_control,2,negative,5,P   Y   W   S
55,ec,6,positive,6,H   E   M   K
55,ec,3,positive,11,K   E   L   M
55,gen_control,3,negative,13,W   A   P   S
55,gen,5,negative,6,N   U   G   Z
55,ec,7,negative,2,Z   U   D   T
55,gen,1,positive,5,C   L   E   K
55,ec,1,negative,12,Z   U   N   G
55,gen,1,negative,11,D   U   N   T
55,ec,3,negative,0,T   N   U   D
55,gen_control,2,negative,3,S   W   Y   P
55,ec_control,1,negative,5,V   A   S   P
55,ec,4,negative,1,D   N   U   G
55,gen,4,negative,7,D   U   T   Z
55,ec,6,negative,8,Z   U   N   T
55,ec_control,1,positive,4,J   O   R   F
55,ec,4,positive,7,K   E   C   H
55,gen,7,negative,3,D   U   G   T
55,gen,6,negative,7,G   N   U   D
55,gen_control,1,positive,10,F   O   R   B
