subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
19,ec,4,positive,9,J   O   R   B
19,gen,8,negative,6,S   W   A   D
19,ec,5,negative,9,P   A   N   S
19,ec,8,negative,10,S   W   A   P
19,gen_control,2,negative,9,M   U   G   X
19,gen,2,positive,12,B   L   O   R
19,gen,4,positive,13,J   O   L   F
19,gen,8,positive,12,B   O   R   L
19,ec,1,negative,11,S   P   A   D
19,gen,1,negative,10,W   A   N   S
19,gen,6,positive,10,F   R   O   B
19,ec,7,positive,10,B   R   O   L
19,ec,8,positive,10,F   O   R   B
19,ec,6,positive,9,J   O   R   F
19,gen_control,4,negative,12,G   I   K   M
19,ec,4,negative,10,W   A   P   S
19,gen,7,negative,10,D   A   P   S
19,ec,3,positive,10,B   O   L   F
19,gen_control,3,negative,8,K   M   I   X
19,gen_control,3,positive,8,T   V   Y   Z
19,gen,1,positive,9,B   R   O   F
19,gen,7,positive,10,L   O   R   B
19,gen_control,1,positive,10,V   E   H   T
19,ec_control,2,negative,11,K   I   G   M
19,ec,3,negative,10,N   A   P   S
19,ec,6,negative,10,P   A   W   S
19,gen,4,negative,10,D   A   N   S
19,ec_control,1,positive,10,T   E   H   V
19,gen,5,positive,10,F   L   O   R
19,ec,2,negative,10,S   N   A   D
19,ec_control,1,negative,10,G   M   U   X
19,ec_control,2,positive,10,H   Y   V   Z
19,gen_control,4,positive,10,H   Y   T   V
19,gen_control,2,positive,10,Z   E   V   T
19,gen,3,positive,10,F   R   O   L
19,ec,1,positive,10,B   L   O   F
19,gen_control,1,negative,10,K   U   M   X
19,ec,5,positive,10,B   O   R   F
19,gen,2,negative,9,S   N   A   W
19,ec,2,positive,9,L   O   B   F
19,gen,6,negative,9,W   A   D   S
19,gen,5,negative,10,S   P   A   W
19,ec,7,negative,10,P   A   N   D
19,gen,3,negative,10,D   W   A   P
