subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
58,gen_control,2,negative,11,Z   E   V   T
58,ec,1,positive,16,P   A   W   S
58,ec,4,positive,11,D   W   A   P
58,ec,8,positive,19,N   A   P   S
58,ec,7,positive,19,S   W   A   P
58,ec,5,negative,18,B   R   O   L
58,ec,6,negative,15,L   O   B   F
58,gen_control,4,negative,9,H   Y   T   V
58,ec,3,negative,14,B   O   L   F
58,gen_control,1,positive,13,K   U   M   X
58,ec,2,positive,16,S   N   A   D
58,gen,8,negative,18,F   O   R   B
58,ec,1,negative,19,F   L   O   R
58,gen,2,negative,16,J   O   R   F
58,ec,4,negative,17,B   O   R   F
58,ec,8,negative,16,J   O   R   B
58,gen,6,negative,17,F   R   O   L
58,ec,5,positive,19,S   W   A   D
58,ec_control,2,negative,6,H   Y   V   Z
58,gen,1,positive,19,W   A   P   S
58,ec,3,positive,19,W   A   N   S
58,ec,7,negative,17,B   L   O   R
58,ec_control,1,positive,12,G   M   U   X
58,gen,4,negative,16,B   R   O   F
58,gen,7,positive,15,P   A   N   D
58,ec,6,positive,17,S   P   A   D
58,ec_control,1,negative,7,T   E   H   V
58,ec_control,2,positive,7,K   I   G   M
58,gen,3,negative,16,F   R   O   B
58,gen,3,positive,17,W   A   D   S
58,gen,5,positive,19,D   A   N   S
58,gen_control,3,positive,7,K   M   I   X
58,gen,6,positive,18,S   P   A   W
58,gen_control,2,positive,11,M   U   G   X
58,gen,2,positive,19,D   A   P   S
58,gen,1,negative,15,B   L   O   F
58,gen,7,negative,16,J   O   L   F
58,gen_control,3,negative,6,T   V   Y   Z
58,gen_control,4,positive,7,G   I   K   M
58,gen,4,positive,19,S   N   A   W
58,gen,5,negative,16,B   O   R   L
58,ec,2,negative,16,L   O   R   B
58,gen,8,positive,19,P   A   N   S
58,gen_control,1,negative,13,V   E   H   T
