subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
35,ec,8,positive,13,F   L   O   R
35,ec,2,positive,3,L   O   B   F
35,ec,4,positive,4,B   O   R   F
35,gen_control,1,positive,4,V   E   H   T
35,ec,6,negative,8,S   W   A   D
35,gen,6,negative,11,P   A   W   S
35,ec,7,positive,5,B   R   O   F
35,ec,1,positive,8,F   O   R   B
35,gen,5,positive,12,B   O   R   L
35,ec,8,negative,8,S   W   A   P
35,gen,3,positive,7,L   O   R   B
35,gen,1,positive,11,B   L   O   R
35,gen_control,3,negative,10,K   M   I   X
35,gen,7,positive,7,F   R   O   B
35,ec_control,1,positive,15,T   E   H   V
35,ec,3,negative,7,N   A   P   S
35,ec_control,2,positive,17,H   Y   V   Z
35,ec,5,negative,13,D   A   P   S
35,ec,4,negative,4,W   A   N   S
35,gen_control,2,negative,6,M   U   G   X
35,gen_control,4,positive,14,H   Y   T   V
35,ec,1,negative,5,S   N   A   D
35,gen_control,3,positive,12,T   V   Y   Z
35,gen_control,1,negative,10,K   U   M   X
35,gen,3,negative,6,D   A   N   S
35,gen,4,positive,3,B   R   O   L
35,ec_control,2,negative,3,K   I   G   M
35,ec,6,positive,7,J   O   R   B
35,gen,2,negative,9,S   N   A   W
35,gen,2,positive,10,J   O   R   F
35,gen,1,negative,6,P   A   N   S
35,gen,8,positive,4,B   L   O   F
35,gen,4,negative,6,S   P   A   W
35,ec,3,positive,3,B   O   L   F
35,ec_control,1,negative,5,G   M   U   X
35,ec,7,negative,6,P   A   N   D
35,ec,2,negative,8,S   P   A   D
35,gen,7,negative,8,W   A   P   S
35,gen,8,negative,8,W   A   D   S
35,gen,6,positive,5,J   O   L   F
35,ec,5,positive,3,F   R   O   L
35,gen_control,2,positive,5,Z   E   V   T
35,gen,5,negative,8,D   W   A   P
35,gen_control,4,negative,5,G   I   K   M
