subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
20,ec,2,positive,16,F   O   R   B
20,ec_control,1,negative,6,T   E   H   V
20,ec,1,positive,6,B   R   O   L
20,ec,4,negative,10,P   A   N   D
20,ec,5,positive,10,B   L   O   R
20,ec,2,negative,6,W   A   P   S
20,gen_control,2,negative,7,Z   E   V   T
20,gen,8,positive,12,F   R   O   B
20,gen,8,negative,12,D   A   P   S
20,gen,1,positive,10,L   O   R   B
20,ec,1,negative,8,D   A   N   S
20,gen_control,2,positive,5,M   U   G   X
20,ec_control,2,negative,4,H   Y   V   Z
20,ec,7,positive,13,J   O   L   F
20,ec,4,positive,13,B   O   R   F
20,ec,8,negative,13,W   A   D   S
20,ec_control,2,positive,4,K   I   G   M
20,gen,5,negative,11,P   A   N   S
20,gen,5,positive,11,B   O   L   F
20,gen,7,positive,11,F   L   O   R
20,ec,3,positive,12,B   L   O   F
20,gen,4,negative,7,N   A   P   S
20,gen,3,positive,11,J   O   R   F
20,gen,4,positive,11,L   O   B   F
20,gen,6,positive,11,B   R   O   F
20,ec,3,negative,5,D   W   A   P
20,gen_control,3,negative,5,T   V   Y   Z
20,ec,8,positive,8,B   O   R   L
20,ec,6,positive,10,F   R   O   L
20,gen,2,negative,9,P   A   W   S
20,ec,6,negative,9,S   W   A   D
20,gen,1,negative,9,S   N   A   W
20,gen,7,negative,9,S   P   A   W
20,gen_control,4,negative,6,H   Y   T   V
20,gen_control,3,positive,6,K   M   I   X
20,gen,2,positive,10,J   O   R   B
20,gen,6,negative,10,S   W   A   P
20,gen,3,negative,10,W   A   N   S
20,gen_control,1,negative,7,V   E   H   T
20,ec,5,negative,10,S   P   A   D
20,gen_control,1,positive,7,K   U   M   X
20,ec_control,1,positive,7,G   M   U   X
20,gen_control,4,positive,6,G   I   K   M
20,ec,7,negative,8,S   N   A   D
