subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
70,ec,5,positive,14,G   N   U   D
70,gen,6,positive,19,G   U   T   Z
70,ec,4,positive,10,N   U   G   Z
70,ec,7,positive,19,T   U   N   G
70,gen_control,4,negative,16,B   I   R   F
70,gen,3,positive,17,D   U   N   T
70,ec,1,negative,11,K   L   E   H
70,ec,3,negative,10,C   H   E   K
70,gen,2,positive,7,T   U   G   Z
70,gen,5,positive,12,Z   U   N   T
70,ec_control,2,positive,1,P   Y   W   S
70,gen_control,1,positive,2,S   P   Y   V
70,ec,5,negative,11,C   L   E   K
70,gen,8,negative,13,C   E   L   K
70,ec,3,positive,17,D   U   T   Z
70,gen,4,positive,19,Z   U   N   D
70,ec,8,positive,11,D   U   G   T
70,ec_control,2,negative,12,F   R   I   B
70,gen_control,3,positive,12,W   A   P   S
70,ec_control,1,positive,11,V   A   S   P
70,ec,6,positive,18,G   U   N   T
70,ec,6,negative,9,L   E   M   K
70,gen,1,positive,5,T   N   U   D
70,gen,7,positive,4,Z   U   D   T
70,gen,7,negative,15,K   E   L   M
70,gen_control,1,negative,15,F   O   R   B
70,gen_control,2,positive,1,S   W   Y   P
70,gen_control,2,negative,3,B   J   O   F
70,gen,1,negative,7,M   E   H   K
70,ec,4,negative,7,C   H   E   L
70,gen,4,negative,13,C   E   L   M
70,gen_control,4,positive,1,P   S   A   V
70,ec,1,positive,1,D   N   U   G
70,gen,6,negative,14,K   L   E   M
70,gen,2,negative,10,K   E   H   M
70,ec,2,negative,9,H   E   M   K
70,gen,8,positive,19,Z   U   N   G
70,gen,3,negative,18,K   E   C   H
70,gen,5,negative,12,H   E   L   K
70,ec,7,negative,15,M   E   C   H
70,ec_control,1,negative,9,J   O   R   F
70,ec,2,positive,16,G   U   N   D
70,gen_control,3,negative,1,J   I   B   F
70,ec,8,negative,14,C   L   E   M
