subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
56,ec,7,positive,5,K   E   H   M
56,ec_control,2,negative,18,F   R   I   B
56,gen,4,negative,2,D   U   T   Z
56,gen,7,negative,8,Z   U   D   T
56,gen_control,4,negative,7,B   I   R   F
56,ec,1,positive,15,C   E   L   M
56,gen,4,positive,8,M   E   C   H
56,ec,3,negative,13,G   N   U   D
56,gen_control,3,negative,18,J   I   B   F
56,ec,8,positive,19,C   L   E   K
56,gen,5,positive,7,K   L   E   M
56,ec,1,negative,10,D   N   U   G
56,ec,2,negative,6,Z   U   N   T
56,gen,2,negative,6,G   U   N   D
56,ec_control,1,negative,4,J   O   R   F
56,gen,1,positive,12,L   E   M   K
56,ec,4,negative,6,Z   U   N   D
56,gen,3,positive,15,H   E   L   K
56,ec_control,2,positive,4,P   Y   W   S
56,gen,5,negative,2,T   U   G   Z
56,gen_control,1,negative,11,F   O   R   B
56,gen,2,positive,14,K   E   L   M
56,ec,6,positive,14,C   H   E   K
56,gen,8,positive,11,C   H   E   L
56,gen_control,3,positive,0,W   A   P   S
56,ec,5,positive,10,H   E   M   K
56,ec,8,negative,6,G   U   N   T
56,ec,2,positive,5,K   E   C   H
56,gen,3,negative,1,Z   U   N   G
56,ec,4,positive,11,M   E   H   K
56,ec,6,negative,17,N   U   G   Z
56,gen_control,2,negative,11,B   J   O   F
56,ec,3,positive,6,C   L   E   M
56,gen,8,negative,6,D   U   N   T
56,gen_control,4,positive,3,P   S   A   V
56,gen,1,negative,6,D   U   G   T
56,gen_control,2,positive,2,S   W   Y   P
56,ec,7,negative,6,G   U   T   Z
56,gen,7,positive,12,C   E   L   K
56,ec_control,1,positive,17,V   A   S   P
56,gen_control,1,positive,5,S   P   Y   V
56,ec,5,negative,2,T   U   N   G
56,gen,6,positive,12,K   L   E   H
56,gen,6,negative,3,T   N   U   D
