subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
63,gen,3,positive,12,C   E   L   K
63,gen,5,negative,11,G   N   U   D
63,ec,7,positive,9,K   E   C   H
63,ec,2,positive,4,M   E   H   K
63,gen,2,negative,13,Z   U   N   T
63,gen_control,4,negative,9,P   S   A   V
63,ec,3,positive,7,L   E   M   K
63,gen,7,negative,14,Z   U   N   D
63,ec,1,positive,9,K   E   L   M
63,ec,8,negative,2,D   N   U   G
63,ec,1,negative,5,T   U   N   G
63,ec_control,2,negative,5,P   Y   W   S
63,ec,4,negative,5,Z   U   D   T
63,gen,4,negative,5,N   U   G   Z
63,ec,2,negative,9,D   U   G   T
63,ec,6,positive,10,M   E   C   H
63,gen_control,2,positive,2,B   J   O   F
63,gen,1,positive,7,C   H   E   L
63,gen,6,positive,10,C   L   E   M
63,ec,8,positive,10,K   L   E   M
63,gen_control,1,positive,10,F   O   R   B
63,gen_control,2,negative,1,S   W   Y   P
63,ec_control,1,negative,6,V   A   S   P
63,gen_control,3,positive,3,J   I   B   F
63,ec,7,negative,12,D   U   N   T
63,gen,6,negative,12,D   U   T   Z
63,ec,5,negative,9,T   U   G   Z
63,ec_control,1,positive,9,J   O   R   F
63,ec,6,negative,10,G   U   T   Z
63,gen_control,1,negative,2,S   P   Y   V
63,gen,7,positive,3,H   E   M   K
63,gen_control,4,positive,11,B   I   R   F
63,gen,5,positive,9,C   E   L   M
63,gen,8,positive,13,H   E   L   K
63,gen,1,negative,8,T   N   U   D
63,ec,4,positive,6,K   L   E   H
63,ec,3,negative,10,G   U   N   D
63,gen_control,3,negative,19,W   A   P   S
63,ec_control,2,positive,13,F   R   I   B
63,gen,4,positive,9,C   L   E   K
63,ec,5,positive,13,K   E   H   M
63,gen,8,negative,6,Z   U   N   G
63,gen,3,negative,5,G   U   N   T
63,gen,2,positive,13,C   H   E   K
