subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
25,gen,7,negative,3,F   R   O   L
25,gen,5,negative,2,B   O   R   L
25,gen,1,positive,6,S   P   A   W
25,ec,4,positive,4,S   N   A   D
25,gen,2,positive,9,S   W   A   P
25,ec,3,negative,3,B   R   O   F
25,gen_control,1,positive,5,V   E   H   T
25,gen,4,negative,3,F   O   R   B
25,gen_control,4,positive,3,H   Y   T   V
25,gen,1,negative,4,J   O   L   F
25,gen_control,2,positive,10,Z   E   V   T
25,ec,3,positive,13,N   A   P   S
25,gen,6,positive,9,D   A   N   S
25,ec,6,negative,6,B   L   O   R
25,ec_control,1,positive,7,T   E   H   V
25,gen,7,positive,8,W   A   N   S
25,ec,6,positive,8,D   W   A   P
25,gen_control,2,negative,6,M   U   G   X
25,gen,2,negative,13,F   L   O   R
25,ec_control,1,negative,3,G   M   U   X
25,ec,2,negative,4,B   L   O   F
25,ec,5,negative,4,B   R   O   L
25,gen,6,negative,3,J   O   R   F
25,ec,7,negative,3,B   O   L   F
25,gen,8,positive,5,W   A   P   S
25,ec_control,2,positive,6,H   Y   V   Z
25,ec,8,positive,6,D   A   P   S
25,gen_control,4,negative,6,G   I   K   M
25,gen,3,positive,8,S   W   A   D
25,ec,1,positive,11,P   A   N   S
25,gen,5,positive,13,P   A   W   S
25,gen,3,negative,3,B   O   R   F
25,ec,5,positive,4,W   A   D   S
25,gen,4,positive,4,S   N   A   W
25,ec_control,2,negative,3,K   I   G   M
25,gen_control,1,negative,2,K   U   M   X
25,gen,8,negative,5,L   O   R   B
25,ec,1,negative,3,F   R   O   B
25,gen_control,3,negative,2,K   M   I   X
25,ec,4,negative,5,J   O   R   B
25,ec,8,negative,4,L   O   B   F
25,gen_control,3,positive,6,T   V   Y   Z
25,ec,2,positive,8,P   A   N   D
25,ec,7,positive,6,S   P   A   D
