subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
37,gen,7,positive,8,T   U   N   G
37,gen_control,3,positive,8,J   I   B   F
37,ec,2,positive,8,N   U   G   Z
37,gen_control,2,positive,5,B   J   O   F
37,ec,2,negative,12,K   E   C   H
37,ec,4,positive,12,D   U   N   T
37,ec,8,positive,12,D   U   T   Z
37,ec,4,negative,13,L   E   M   K
37,ec,3,positive,13,T   U   G   Z
37,gen,5,positive,14,Z   U   N   G
37,gen,6,positive,5,G   U   N   T
37,gen,3,positive,5,D   N   U   G
37,gen,5,negative,5,C   E   L   M
37,gen_control,4,positive,13,B   I   R   F
37,gen_control,2,negative,13,S   W   Y   P
37,ec,1,positive,14,Z   U   N   D
37,ec,6,positive,14,Z   U   N   T
37,gen_control,1,positive,8,F   O   R   B
37,gen_control,3,negative,9,W   A   P   S
37,ec,5,positive,11,D   U   G   T
37,gen,1,positive,13,G   U   T   Z
37,gen,3,negative,13,M   E   H   K
37,ec,7,positive,14,T   N   U   D
37,ec,8,negative,14,K   E   L   M
37,gen,2,positive,8,G   U   N   D
37,gen,1,negative,7,C   H   E   L
37,gen_control,1,negative,6,S   P   Y   V
37,gen,2,negative,6,C   H   E   K
37,ec,7,negative,6,H   E   L   K
37,ec,1,negative,13,C   L   E   M
37,ec,3,negative,14,M   E   C   H
37,ec_control,1,negative,14,V   A   S   P
37,ec,6,negative,14,K   E   H   M
37,gen,4,negative,15,K   L   E   H
37,gen,6,negative,5,H   E   M   K
37,ec,5,negative,4,C   E   L   K
37,ec_control,2,positive,4,F   R   I   B
37,gen,8,negative,4,C   L   E   K
37,gen_control,4,negative,15,P   S   A   V
37,gen,4,positive,15,Z   U   D   T
37,ec_control,2,negative,6,P   Y   W   S
37,gen,7,negative,6,K   L   E   M
37,ec_control,1,positive,6,J   O   R   F
37,gen,8,positive,15,G   N   U   D
