subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
66,ec,6,positive,3,D   A   P   S
66,gen_control,2,positive,12,M   U   G   X
66,gen_control,3,negative,17,T   V   Y   Z
66,gen,8,negative,5,F   L   O   R
66,gen_control,2,negative,7,Z   E   V   T
66,ec,8,positive,13,S   N   A   D
66,ec_control,1,positive,1,G   M   U   X
66,gen,4,negative,17,B   R   O   L
66,gen,1,negative,15,B   L   O   F
66,ec,8,negative,18,F   R   O   B
66,gen,6,negative,19,J   O   R   B
66,ec,7,positive,13,D   A   N   S
66,gen,8,positive,4,D   W   A   P
66,ec,7,negative,18,B   R   O   F
66,gen,7,negative,17,B   O   L   F
66,ec,4,negative,16,B   O   R   L
66,ec,5,positive,8,S   P   A   D
66,gen,2,positive,19,N   A   P   S
66,ec_control,2,negative,1,H   Y   V   Z
66,gen,3,negative,17,B   O   R   F
66,ec,6,negative,17,F   R   O   L
66,ec,3,positive,0,S   W   A   D
66,ec_control,1,negative,2,T   E   H   V
66,ec,4,positive,3,W   A   P   S
66,gen,5,negative,2,L   O   B   F
66,gen,3,positive,8,P   A   N   S
66,gen,4,positive,3,S   P   A   W
66,gen_control,3,positive,3,K   M   I   X
66,gen_control,1,negative,1,V   E   H   T
66,ec,1,positive,5,P   A   N   D
66,ec,5,negative,17,J   O   L   F
66,ec,2,negative,19,F   O   R   B
66,gen,1,positive,1,S   N   A   W
66,ec,2,positive,5,W   A   N   S
66,gen,2,negative,18,J   O   R   F
66,gen,7,positive,5,S   W   A   P
66,gen,6,positive,3,W   A   D   S
66,gen_control,4,positive,5,G   I   K   M
66,ec_control,2,positive,6,K   I   G   M
66,ec,1,negative,18,L   O   R   B
66,ec,3,negative,16,B   L   O   R
66,gen_control,1,positive,6,K   U   M   X
66,gen,5,positive,2,P   A   W   S
66,gen_control,4,negative,1,H   Y   T   V
