sid,bid,tid,target,location,option_1,option_2,option_3,option_4,option_5,option_6,response,response_time,target_duration,response_deadline,error
6,1,1,3,3,1,5,3,4,0,2,3,0.9484,0.12,1.1,0
6,1,2,2,4,1,0,4,2,5,3,4,0.7343,0.12,1.1,0
6,1,3,3,5,2,5,1,0,3,4,5,0.7946,0.12,1.1,0
6,1,4,2,3,5,1,2,4,0,3,2,0.6847,0.12,1.1,1
6,1,5,0,1,0,2,5,4,1,3,1,0.6418,0.12,1.1,0
6,1,6,4,6,5,0,2,1,3,4,6,0.6741,0.12,1.1,0
6,1,7,2,5,1,5,0,4,2,3,1,0.7041,0.12,1.1,1
6,1,8,1,2,5,1,0,3,2,4,3,1.1326,0.12,1.1,1
6,1,9,3,1,3,4,0,5,1,2,1,0.6689,0.12,1.1,0
6,1,10,2,3,3,0,2,5,4,1,3,0.664,0.12,1.1,0
6,1,11,4,4,0,3,5,4,1,2,4,1.017,0.12,1.1,0
6,1,12,1,2,2,1,3,0,5,4,2,0.6955,0.12,1.1,0
6,1,13,3,6,4,5,2,0,1,3,6,0.7643,0.12,1.1,0
6,1,14,2,1,2,3,5,1,0,4,4,0.8046,0.12,1.1,1
6,1,15,0,3,1,5,0,4,3,2,3,0.7899,0.12,1.1,0
6,1,16,4,4,2,5,0,4,3,1,4,0.8045,0.12,1.1,0
6,1,17,5,1,5,2,4,0,1,3,1,0.555,0.12,1.1,0
6,1,18,4,3,2,5,4,3,1,0,2,1.2077,0.12,1.1,1
6,1,19,5,4,2,4,3,5,0,1,4,0.7139,0.12,1.1,0
6,1,20,3,5,2,4,1,5,3,0,5,0.6138,0.12,1.1,0
6,1,21,2,2,5,2,0,1,3,4,2,0.766,0.12,1.1,0
6,1,22,0,4,2,3,5,0,4,1,4,1.1466,0.12,1.1,0
6,1,23,4,1,4,0,3,1,5,2,1,0.5954,0.12,1.1,0
6,1,24,2,6,1,5,0,3,4,2,6,0.6841,0.12,1.1,0
6,1,25,0,1,0,2,4,3,1,5,1,0.5939,0.11,1.0,0
6,1,26,3,3,4,0,3,2,5,1,3,0.7545,0.11,1.0,0
6,1,27,4,4,1,3,0,4,2,5,4,0.7644,0.11,1.0,0
6,1,28,5,5,1,2,3,4,5,0,5,0.6339,0.11,1.0,0
6,1,29,0,2,1,0,4,5,2,3,2,0.7344,0.11,1.0,0
6,1,30,4,6,3,5,1,0,2,4,6,0.5939,0.11,1.0,0
6,1,31,2,1,2,5,1,0,4,3,1,0.6439,0.11,1.0,0
6,1,32,4,5,1,5,3,0,4,2,5,0.9351,0.11,1.0,0
6,1,33,5,2,3,5,1,2,0,4,2,0.9566,0.11,1.0,0
