ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
132	Cologne	Hässlich	white1.bmp	Bob	half seinem Vater auf die jüngeren Schwestern und Brüder aufzupassen, während seine Mutter im Krankenhaus war	pos	c	Correct	4.148982	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Hölle	white1.bmp	Bob	fuhr einen Hund auf der Straße an und fuhr weiter, ohne dem Besitzer Bescheid zu sagen	neg	u	Correct	2.538304	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Verletzung	white1.bmp	Bob	stand an einer Straßenecke und beleidigte Menschen, die an der Ecke vorbei liefen	neg	u	Correct	2.211114	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Abfall	white1.bmp	Bob	eilte jemandem zur Hilfe, der vom Fahrrad gefallen war	pos	c	Correct	2.276586	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Schmerz	white1.bmp	Bob	machte eine Diät mit wenig Fett und verlor 10 Kilogramm	pos	u	False	2.159454	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Verletzung	white1.bmp	Bob	fuhr mit seinem Auto mit 110 km/h durch ein Wohngebiet um seine Freundin zu beeindrucken	neg	u	Correct	3.091000	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Tod	white1.bmp	Bob	lieh sich einige Unterlagen von einem Bekannten und gab sie nie zurück	neg	u	Correct	2.577852	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Verletzung	white1.bmp	Bob	meldete nicht bei der Polizei, dass ein Nachbar seine Frau schlug	neg	u	Correct	2.448474	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Schmerz	white1.bmp	Bob	brachte Marihuana über die Grenze, um es an Schüler zu verkaufen	neg	u	Correct	2.525543	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Hölle	white1.bmp	Bob	versucht immer wenn möglich jemanden mitzunehmen, wenn er längere Strecken fährt	pos	c	Correct	3.742111	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Gestank	white1.bmp	Bob	bat einem Unbekannten während eines Platzregens an, sich den Regenschirm mit ihm zu teilen	pos	c	Correct	3.714221	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Hässlich	white1.bmp	Bob	drängelte sich an der Warteschlange eines Kinos vor	neg	u	Correct	1.978175	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Tod	white1.bmp	Bob	schmiss Mieter aus der Wohnung, die einen Monat mit der Miete zu spät dran waren	neg	u	Correct	2.800323	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	﻿Leiche	white1.bmp	Bob	reichte eine Aufgabe auf der Arbeit rechtzeitig ein	pos	c	Correct	4.204841	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Hölle	white1.bmp	Bob	trickste eine Hausfrau aus, indem sie Geld für eine Magazinbestellung bezahlte, welche es gar nicht gab	neg	u	Correct	9.181346	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Schmerz	white1.bmp	Bob	half bei einem Bewegungsprogramm für behinderte Kinder	pos	c	Correct	3.552378	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Schmerz	white1.bmp	Bob	macht Anhänger von Minderheiten, die er kennt, herunter 	neg	u	Correct	3.203649	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Spinne	white1.bmp	Bob	wurde sein Führerschein abgenommen, weil er betrunken Auto fuhr	neg	u	Correct	2.509277	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Hässlich	white1.bmp	Bob	meldete sich bei der Arbeit krank als es ihm gut ging	neg	u	Correct	2.615962	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	﻿Leiche	white1.bmp	Bob	stahl die Handtasche einer älteren Frau, die sie im Bus abgestellt hatte	neg	u	Correct	2.420022	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Gestank	white1.bmp	Bob	machte seine Zigarette in einem Gebäude aus, als er das Nichtraucher Schild entdeckt hatte	pos	c	Correct	3.147656	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Verletzung	white1.bmp	Bob	liest einem blinden Freund regelmäßig vor	pos	c	Correct	2.097187	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Krieg	white1.bmp	Bob	nahm einen Parkplatz weg, indem er von hinten hinein fuhr, während jemand anderes gerade versuchte rückwärts einzuparken	neg	u	Correct	5.918881	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Tod	white1.bmp	Bob	schummelte während eines Pokerspiels	neg	u	Correct	2.071708	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Tod	white1.bmp	Bob	passte auf die Haustiere seines Nachbarns auf, während dieser weg war	pos	c	Correct	2.731796	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Hölle	white1.bmp	Bob	verspottete einen liegengebliebenen Autofahrer während eines Regensturms	neg	u	Correct	3.481996	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Abfall	white1.bmp	Bob	flog zu einem Freund, der sich nicht gut fühlte	pos	c	Correct	2.442676	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Gestank	white1.bmp	Bob	half ein neues Dach auf das Nachbarhaus zu decken	pos	c	Correct	2.132581	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Gestank	white1.bmp	Bob	ließ jemand anderen die Matheprüfung für sich schreiben	neg	u	Correct	2.015529	1	1	neg	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Spinne	white1.bmp	Bob	nahm eine Familie bei sich auf, die ihr Zuhause durch einen Brand verloren hatte	pos	c	Correct	2.717956	1	1	pos	methexp32	2018-02-05_11.54.18.139000
132	Cologne	Tod	white1.bmp	Bob	ruft den Tierschutz an, als er ein verletztes Tier bemerkt	pos	c	Correct	2.129342	1	1	pos	methexp32	2018-02-05_11.54.18.139000
