ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
130	Cologne	Schmerz	white5.bmp	Bob	beleidigte einen Mann, der nach der Richtung zur nächsten Post fragte	neg	u	Correct	4.924357	1	1	neg	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Hässlich	white5.bmp	Bob	half seiner Frau nach einem Abendessen mit Freunden das Geschirr zu spülen	pos	c	Correct	5.971289	1	1	pos	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Schmerz	white5.bmp	Bob	fuhr eine weite Strecke um seine Eltern zu besuchen	pos	c	Correct	6.895733	1	1	pos	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Hässlich	white5.bmp	Bob	schrie seine Frau bösartig nach einer Auseinandersetzung über das Familieneinkommen an	neg	u	Correct	9.239849	1	1	neg	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Abfall	white5.bmp	Bob	fuhr einen Hund auf der Straße an und fuhr weiter, ohne dem Besitzer Bescheid zu sagen	neg	u	Correct	5.331827	1	1	neg	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Krieg	white5.bmp	Bob	wurde sehr wütend und bedrohte zwei Kinder, die nahe seines Hauses Insekten sammelten	neg	u	Correct	5.863684	1	1	neg	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Krieg	white5.bmp	Bob	verbrachte mehrere Stunden in der Woche damit, Straffällige zu beraten	pos	c	Correct	5.028738	1	1	pos	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Hässlich	white5.bmp	Bob	kam nicht zu einem vorher vereinbarten Tennisspiel	neg	u	Correct	7.236988	1	1	neg	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Gestank	white5.bmp	Bob	brach einen Spind auf und stahl Skiausrüstung im Wert von 400 €	neg	u	Correct	5.225173	1	1	neg	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Hässlich	white5.bmp	Bob	stahl Geld und Schmuck von Verwandten, bei denen er wohnte	neg	u	Correct	4.345131	1	1	neg	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Tod	white5.bmp	Bob	war Zeuge eines Autounfalls, aber meldete diesen nicht	neg	u	Correct	7.570959	1	1	neg	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Tod	white5.bmp	Bob	gibt all seinen Freunden in der Bar ein Getränk aus	pos	c	Correct	3.921511	1	1	pos	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Tod	white5.bmp	Bob	half einem jungen Kind das Alphabet zu lernen	pos	c	Correct	3.610918	1	1	pos	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Hässlich	white5.bmp	Bob	ließ kleine Kinder in seinem Obstgarten spielen, weil kein Park in der Nähe war	pos	c	Correct	4.907380	1	1	pos	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Abfall	white5.bmp	Bob	sagte einem jungen Kind, das im Schmutz spielte, dass es dumm sei und zu jung, um es besser zu wissen	neg	u	Correct	6.194377	1	1	neg	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Gestank	white5.bmp	Bob	klaute ein teures Paar Sportschuhe aus einem Turnhallenspind	neg	u	Correct	5.417444	1	1	neg	methexp32	2018-02-05_10.09.50.147000
130	Cologne	Hölle	white5.bmp	Bob	fragte ein Paar nach Kleingeld, obwohl er selbst Geld hatte	neg	u	Correct	4.784964	1	1	neg	methexp32	2018-02-05_10.09.50.147000
