ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
140	Cologne	Welpe	white3.bmp	Bob	machte seine Zigarette in einem Gebäude aus, als er das Nichtraucher Schild entdeckt hatte	pos	c	False	7.909553	1	2	pos	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Geschenk	white3.bmp	Bob	arbeitete unter falschem Firmennamen und ließ Leute im Voraus für Arbeiten bezahlen, die er gar nicht zu machen plante	neg	u	False	27.283435	1	2	neg	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Kätzchen	white3.bmp	Bob	fertigte einen Lampenschirm aus Buntglas als Hochzeitsgeschenk für seine Schwester an	pos	c	False	6.348820	1	2	pos	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Lächeln	white3.bmp	Bob	beharrte, dass er ein Ticket für einen Sitzplatz bei einem Basketballspiel habe, obwohl er wusste, dass der Sitz nicht wirklich seiner war 	neg	c	Correct	8.190742	1	2	neg	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Welpe	white3.bmp	Bob	erzählte eine Lüge über seinen Freund	neg	c	Correct	3.227559	1	2	neg	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Hübsch	white3.bmp	Bob	opferte eine beträchtliche Zeit für ehrenamtlichen Unterricht von benachteiligten Schülern in Mathe und Englisch	pos	u	Correct	7.904195	1	2	pos	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Kätzchen	white3.bmp	Bob	wurde ehrenamtlich Basketballtrainer in einem Kinderheim	pos	u	Correct	3.238478	1	2	pos	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Party	white3.bmp	Bob	hielt an um einem Autofahrer zu helfen, dessen Auto während eines Schneesturms liegen geblieben war	pos	c	False	8.984865	1	2	pos	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Glücklich	white3.bmp	Bob	vermied den Kontakt mit anderen Leuten, um sie nicht mit seiner Erkältung anzustecken	pos	u	Correct	4.616139	1	2	pos	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Party	white3.bmp	Bob	half Freunden beim Umzug in das neue Haus	pos	u	Correct	2.638126	1	2	pos	methexp32	2018-02-06_10.56.32.191000
140	Cologne	﻿Blume	white3.bmp	Bob	sagt der Eigentümerin eines kleines Ladens, dass sie ihm zu viel Wechselgeld gegeben hat	pos	u	Correct	4.030904	1	2	pos	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Party	white3.bmp	Bob	musste 500 € Strafe zahlen, weil er seinen Müll in einem Nationalpark auf den Boden warf	neg	c	Correct	4.190788	1	2	neg	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Kätzchen	white3.bmp	Bob	ließ den Herd an, als er das Haus verließ	neg	u	False	4.525549	1	2	neg	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Freund	white3.bmp	Bob	half seiner Frau nach einem Abendessen mit Freunden das Geschirr zu spülen	pos	u	Correct	3.529033	1	2	pos	methexp32	2018-02-06_10.56.32.191000
140	Cologne	﻿Blume	white3.bmp	Bob	wurde wegen des Verkaufes von Heroin an Teenager verhaftet	neg	c	Correct	3.504489	1	2	neg	methexp32	2018-02-06_10.56.32.191000
140	Cologne	Hübsch	white3.bmp	Bob	erschreckte eine Frau, die alleine eine dunkle Straße entlang ging	neg	c	Correct	4.070784	1	2	neg	methexp32	2018-02-06_10.56.32.191000
