ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
139	Cologne	Freund	white2.bmp	Bob	schrieb Briefe an einen Bundestagsabgeordneten, der sich für Gleichberechtigung einsetzte	pos	u	Correct	6.142657	1	2	pos	methexp32	2018-02-06_09.00.34.972000
139	Cologne	Kätzchen	white2.bmp	Bob	kaufte Artikel in einem Discounter und gab sie in einem anderen Laden mit höheren Preisen für Rückgeld zurück	neg	c	Correct	6.536947	1	2	neg	methexp32	2018-02-06_09.00.34.972000
139	Cologne	Kätzchen	white2.bmp	Bob	﻿leistete erste Hilfe für das Opfer eines Unfalles mit Fahrerflucht bis der Krankenwagen kam	pos	c	False	5.604751	1	2	pos	methexp32	2018-02-06_09.00.34.972000
139	Cologne	Lächeln	white2.bmp	Bob	versucht immer wenn möglich jemanden mitzunehmen, wenn er längere Strecken fährt	pos	c	False	3.330228	1	2	pos	methexp32	2018-02-06_09.00.34.972000
139	Cologne	Lächeln	white2.bmp	Bob	ließ kleine Kinder in seinem Obstgarten spielen, weil kein Park in der Nähe war	pos	u	Correct	3.647688	1	2	pos	methexp32	2018-02-06_09.00.34.972000
139	Cologne	Freund	white2.bmp	Bob	benutzte Essensgutscheine, die für jemand anderes bereitgestellt worden waren 	neg	c	Correct	3.332170	1	2	neg	methexp32	2018-02-06_09.00.34.972000
139	Cologne	Lächeln	white2.bmp	Bob	ist ein Lesespezialist, der ehrenamtlich Leseunterricht erteilt	pos	u	Correct	3.121712	1	2	pos	methexp32	2018-02-06_09.00.34.972000
139	Cologne	Lächeln	white2.bmp	Bob	erzählte eine Lüge über seinen Freund	neg	c	Correct	2.244303	1	2	neg	methexp32	2018-02-06_09.00.34.972000
139	Cologne	Freund	white2.bmp	Bob	arbeitet 40 Stunden in der Woche, um sich sein Studium selbst zu finanzieren	pos	u	Correct	3.526233	1	2	pos	methexp32	2018-02-06_09.00.34.972000
139	Cologne	Kuss	white2.bmp	Bob	verlangte zu viel Geld von Kunden, die Benzin an einer Tankstelle kauften	neg	c	Correct	4.129244	1	2	neg	methexp32	2018-02-06_09.00.34.972000
139	Cologne	Geschenk	white2.bmp	Bob	schickte seiner Mutter zum Muttertag Blumen	pos	u	Correct	2.124206	1	2	pos	methexp32	2018-02-06_09.00.34.972000
