ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
145	Cologne	Tod	white4.bmp	Bob	ließ kleine Kinder in seinem Obstgarten spielen, weil kein Park in der Nähe war	pos	c	Correct	6.713889	1	1	pos	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Hässlich	white4.bmp	Bob	baute ein Bücherregal für seine neue Wohnung	pos	u	False	3.162383	1	1	pos	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Hässlich	white4.bmp	Bob	schrie seine Frau bösartig nach einer Auseinandersetzung über das Familieneinkommen an	neg	u	Correct	3.298491	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Schmerz	white4.bmp	Bob	trickste eine Hausfrau aus, indem sie Geld für eine Magazinbestellung bezahlte, welche es gar nicht gab	neg	u	Correct	5.766404	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Hölle	white4.bmp	Bob	stahl Geld und Schmuck von Verwandten, bei denen er wohnte	neg	u	Correct	3.086987	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Hölle	white4.bmp	Bob	rettete ein Kind vor einem näherkommenden Auto	pos	c	Correct	1.790755	1	1	pos	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Hölle	white4.bmp	Bob	ließ den Herd an, als er das Haus verließ	neg	c	False	3.066972	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Krieg	white4.bmp	Bob	drehte das Radio mitten in der Nacht auf einem Campingplatz  auf volle Lautstärke	neg	u	Correct	2.813874	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Krieg	white4.bmp	Bob	hielt an um einem Autofahrer zu helfen, dessen Auto während eines Schneesturms liegen geblieben war	pos	c	Correct	2.537724	1	1	pos	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Spinne	white4.bmp	Bob	schloss die Haustür eines Nachbarn, als dieser sie aus Versehen aufgelassen hatte	pos	c	Correct	3.581341	1	1	pos	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Hölle	white4.bmp	Bob	schummelte während eines Pokerspiels	neg	u	Correct	2.494711	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Abfall	white4.bmp	Bob	sagte einem jungen Kind, das im Schmutz spielte, dass es dumm sei und zu jung, um es besser zu wissen	neg	u	Correct	5.986531	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Gestank	white4.bmp	Bob	fertigte einen Lampenschirm aus Buntglas als Hochzeitsgeschenk für seine Schwester an	pos	c	Correct	5.064714	1	1	pos	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Verletzung	white4.bmp	Bob	half nebenliegenden Campern das Zelt aufzubauen	pos	c	Correct	1.894668	1	1	pos	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Hässlich	white4.bmp	Bob	brachte Marihuana über die Grenze, um es an Schüler zu verkaufen	neg	u	Correct	2.565499	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Verletzung	white4.bmp	Bob	weigerte sich eine Petition für die Verbesserung eines Spielplatzes für Schulkinder zu unterschreiben	neg	u	Correct	4.264023	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Gestank	white4.bmp	Bob	weigerte sich die Zigarette auszumachen, obwohl ihn mehrere Leute in einem vollen Bus darum baten	neg	u	Correct	2.153265	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	Hässlich	white4.bmp	Bob	ignorierte einen Unfall mit Fahrerflucht, bei dem eine Person aus dem Auto geschleudert worden war	neg	u	Correct	1.487354	1	1	neg	methexp32	2018-02-07_13.53.27.842000
145	Cologne	﻿Leiche	white4.bmp	Bob	weigerte sich seinem Kind zu helfen, dessen Fahrrad zu reparieren	neg	u	Correct	1.434644	1	1	neg	methexp32	2018-02-07_13.53.27.842000
