ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
141	Cologne	﻿Blume	white5.bmp	Bob	hat zwei Jahre in den Slums von Chicago verbracht und dort freiwillig als medizinischer Assistent gearbeitet	pos	c	False	5.635264	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Hübsch	white5.bmp	Bob	ließ jemand anderen eine Hausarbeit für sich schreiben	neg	c	Correct	4.306590	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Kuss	white5.bmp	Bob	drängelte sich an der Warteschlange eines Kinos vor	neg	u	False	4.154951	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Welpe	white5.bmp	Bob	flog zu einem Freund, der sich nicht gut fühlte	pos	u	Correct	7.277260	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	﻿Blume	white5.bmp	Bob	kocht ein leckeres Abendessen für seine Freunde	pos	u	Correct	2.210033	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Kuss	white5.bmp	Bob	liest einem blinden Freund regelmäßig vor	pos	u	Correct	2.238875	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Hübsch	white5.bmp	Bob	schummelte in einer Klausur, die zuhause bearbeitet werden sollte	neg	c	Correct	1.854851	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Kuss	white5.bmp	Bob	sagt immer guten Morgen mit einem großen Lächeln im Gesicht	pos	u	Correct	2.626831	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Lächeln	white5.bmp	Bob	brachte Marihuana über die Grenze, um es an Schüler zu verkaufen	neg	c	Correct	1.967573	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Hübsch	white5.bmp	Bob	half seinem Freund sein Haus zu restaurieren, damit dieser seiner Familie ein besseres Zuhause bieten konnte	pos	u	Correct	3.946636	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Lächeln	white5.bmp	Bob	brachte einem Nachbarskind das Fahrradfahren bei	pos	u	Correct	2.404475	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Freund	white5.bmp	Bob	hielt auf seinem Nachhauseweg von der Arbeit an, um ein Brot für das Abendessen zu kaufen	pos	c	False	10.386332	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Geschenk	white5.bmp	Bob	machte die Gitarre seines Freundes kaputt, weil er sauer war	neg	c	Correct	2.111738	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	﻿Blume	white5.bmp	Bob	liest seinen Kindern aus Alice im Wunderland vor bevor sie ins Bett gehen	pos	u	Correct	2.332960	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Kätzchen	white5.bmp	Bob	vergisst nicht, jeden morgen die Vögel zu füttern	pos	u	Correct	3.726125	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Hübsch	white5.bmp	Bob	fand ein teures Portemonnaie auf der Straße und inserierte eine Anzeige in der Zeitung, um den Besitzer zu finden	pos	u	Correct	3.160990	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Geschenk	white5.bmp	Bob	ließ kleine Kinder in seinem Obstgarten spielen, weil kein Park in der Nähe war	pos	u	Correct	3.509285	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Glücklich	white5.bmp	Bob	fand eine gute Armbanduhr im Park und verkaufte sie	neg	c	Correct	2.072023	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	﻿Blume	white5.bmp	Bob	benutzte Essensgutscheine, die für jemand anderes bereitgestellt worden waren 	neg	c	Correct	3.292224	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Kätzchen	white5.bmp	Bob	ruft den Tierschutz an, als er ein verletztes Tier bemerkt	pos	u	Correct	3.252182	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Welpe	white5.bmp	Bob	verließ ein Restaurant, ohne die Rechnung zu bezahlen	neg	c	Correct	3.299953	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Glücklich	white5.bmp	Bob	raubte einen Supermarkt aus	neg	c	Correct	1.608118	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Geschenk	white5.bmp	Bob	machte seinen Sitz für eine ältere Person im Bus frei	pos	u	Correct	2.075595	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Lächeln	white5.bmp	Bob	betrank sich und beleidigte jeden auf einer Cocktailparty	neg	c	Correct	1.945564	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Welpe	white5.bmp	Bob	eilte jemandem zur Hilfe, der vom Fahrrad gefallen war	pos	u	Correct	2.141581	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Party	white5.bmp	Bob	spendete Blut beim Roten Kreuz	pos	u	Correct	1.256249	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Freund	white5.bmp	Bob	ließ ein älteres Paar umsonst in den Bus, den er fuhr, weil sie nicht genug Geld hatten für zwei Tickets	pos	u	Correct	4.369948	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	﻿Blume	white5.bmp	Bob	sagte einer Frau, dass sie ihre Brieftasche fallen gelassen hatte	pos	u	Correct	1.911141	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Glücklich	white5.bmp	Bob	half bei einem Bewegungsprogramm für behinderte Kinder	pos	u	Correct	1.883967	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Glücklich	white5.bmp	Bob	hielt an um einem Autofahrer zu helfen, dessen Auto während eines Schneesturms liegen geblieben war	pos	u	Correct	1.832249	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Party	white5.bmp	Bob	klaute Kleidung aus Waschmaschinen im Waschsalon	neg	c	Correct	2.225889	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Geschenk	white5.bmp	Bob	nahm eine Familie bei sich auf, die ihr Zuhause durch einen Brand verloren hatte	pos	u	Correct	1.633324	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Kätzchen	white5.bmp	Bob	beleidigte einen Mann, der nach der Richtung zur nächsten Post fragte	neg	c	Correct	1.777574	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Welpe	white5.bmp	Bob	kaufte seinen Eltern zum 25. Hochzeitstag Flugtickets für einen Ausflug nach Hawaii	pos	u	Correct	2.365370	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Party	white5.bmp	Bob	verunstaltete einen großen Felsen in einem öffentlichen Park mit Sprühfarbe	neg	c	Correct	4.641071	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Kätzchen	white5.bmp	Bob	flog nach einem Semester von der Universität	neg	c	Correct	2.088077	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Party	white5.bmp	Bob	verspottete seine Freundin auf einer Party	neg	c	Correct	1.584791	1	2	neg	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Freund	white5.bmp	Bob	sagt der Eigentümerin eines kleines Ladens, dass sie ihm zu viel Wechselgeld gegeben hat	pos	u	Correct	2.491983	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Kätzchen	white5.bmp	Bob	ließ eine ältere Person in der Kassenschlange vor	pos	u	Correct	2.482088	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Hübsch	white5.bmp	Bob	bat einer alten Frau seine Hilfe an Sturmfenster anzubringen	pos	u	Correct	4.497784	1	2	pos	methexp32	2018-02-06_11.02.33.990000
141	Cologne	Welpe	white5.bmp	Bob	parkte sein Auto auf einem Behindertenparkplatz	neg	c	Correct	3.190048	1	2	neg	methexp32	2018-02-06_11.02.33.990000
