ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
104	Cologne	Hölle	white4.bmp	Bob	erklärte einem Fahrer, der die Orientierung verloren hatte, den Weg	pos	c	Correct	12.241055	1	1	pos	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Gestank	white4.bmp	Bob	ließ jemand anderen eine Hausarbeit für sich schreiben	neg	u	Correct	5.350644	1	1	neg	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Krieg	white4.bmp	Bob	drängelte sich an der Warteschlange eines Kinos vor	neg	u	Correct	4.893627	1	1	neg	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Abfall	white4.bmp	Bob	half einer Tafel an Weihnachten, Weihnachtsgänse an bedürftige Familien zu verteilen	pos	c	Correct	7.128034	1	1	pos	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Hölle	white4.bmp	Bob	tat so, als ob er die Bitte einer Frau nicht hören würde, ihr beim Hochheben ihres Kinderwagens an einer hohen Bordsteinkante zu helfen	neg	u	Correct	5.018277	1	1	neg	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Schmerz	white4.bmp	Bob	half einem jungen Kind das Alphabet zu lernen	pos	c	Correct	3.159059	1	1	pos	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Krieg	white4.bmp	Bob	hob kleine Küken auf, die aus einem Nest gefallen waren und ernährte sie, bis sie erwachsen waren	pos	c	Correct	7.491459	1	1	pos	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Verletzung	white4.bmp	Bob	schrie seine Frau bösartig nach einer Auseinandersetzung über das Familieneinkommen an	neg	u	Correct	3.319770	1	1	neg	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Hölle	white4.bmp	Bob	sagt immer guten Morgen mit einem großen Lächeln im Gesicht	pos	c	Correct	4.231081	1	1	pos	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Krieg	white4.bmp	Bob	erschoss einen Singvogel mit seinem Gewehr	neg	u	Correct	1.912657	1	1	neg	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Hölle	white4.bmp	Bob	machte lautstark rassistische Äußerungen gegenüber seinen Freunden in einer Bar	neg	u	Correct	4.471077	1	1	neg	methexp32	2018-01-30_18.17.37.464000
104	Cologne	﻿Leiche	white4.bmp	Bob	liest seinen Kindern aus Alice im Wunderland vor bevor sie ins Bett gehen	pos	c	Correct	2.068619	1	1	pos	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Gestank	white4.bmp	Bob	brachte einem Nachbarskind das Fahrradfahren bei	pos	u	False	3.796455	1	1	pos	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Spinne	white4.bmp	Bob	sagte einem jungen Kind, das im Schmutz spielte, dass es dumm sei und zu jung, um es besser zu wissen	neg	u	Correct	3.449157	1	1	neg	methexp32	2018-01-30_18.17.37.464000
104	Cologne	Hölle	white4.bmp	Bob	weigerte sich seinem Kind zu helfen, dessen Fahrrad zu reparieren	neg	u	Correct	3.114423	1	1	neg	methexp32	2018-01-30_18.17.37.464000
