ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
126	Cologne	Kuss	white1.bmp	Bob	drehte die Musik mitten in der Nacht laut auf	neg	c	Correct	5.015765	1	2	neg	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Party	white1.bmp	Bob	ließ jemand anderen die Matheprüfung für sich schreiben	neg	c	Correct	2.699576	1	2	neg	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Welpe	white1.bmp	Bob	reichte ein Unterrichtsprojekt eines anderen unter seinem Namen ein	neg	c	Correct	3.022436	1	2	neg	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Kuss	white1.bmp	Bob	meldete sich freiwillig, um in einer Tagesklinik zu arbeiten	pos	c	False	4.385473	1	2	pos	methexp32	2018-02-02_11.52.39.994000
126	Cologne	﻿Blume	white1.bmp	Bob	schrie seine Großmutter an, als diese ihm kein Geld leihen wollte	neg	c	Correct	2.392483	1	2	neg	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Kätzchen	white1.bmp	Bob	fuhr unter Alkoholeinfluss in ein geparktes Auto 	neg	c	Correct	1.759492	1	2	neg	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Freund	white1.bmp	Bob	nahm eine Familie bei sich auf, die ihr Zuhause durch einen Brand verloren hatte	pos	u	Correct	2.406671	1	2	pos	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Lächeln	white1.bmp	Bob	verließ ein Restaurant, ohne die Rechnung zu bezahlen	neg	c	Correct	1.660974	1	2	neg	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Hübsch	white1.bmp	Bob	schreit seine Frau ständig in der Öffentlichkeit an	neg	c	Correct	2.076655	1	2	neg	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Welpe	white1.bmp	Bob	gab 20 € an eine Hilfsorganisation	pos	u	Correct	1.540365	1	2	pos	methexp32	2018-02-02_11.52.39.994000
126	Cologne	﻿Blume	white1.bmp	Bob	baute ein Bücherregal für seine neue Wohnung	pos	u	Correct	1.966440	1	2	pos	methexp32	2018-02-02_11.52.39.994000
126	Cologne	﻿Blume	white1.bmp	Bob	reparierte einen quietschenden Schaukelstuhl für einen Freund auf dem Land	pos	u	Correct	2.504455	1	2	pos	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Kätzchen	white1.bmp	Bob	schrieb Briefe und sendete Lesematerial an Verurteilte in einem Gefängnis	pos	u	Correct	2.334928	1	2	pos	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Kätzchen	white1.bmp	Bob	half seiner Frau nach einem Abendessen mit Freunden das Geschirr zu spülen	pos	u	Correct	2.284112	1	2	pos	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Glücklich	white1.bmp	Bob	macht sich in der Öffentlichkeit über lesbische Personen lustig	neg	c	Correct	2.830990	1	2	neg	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Hübsch	white1.bmp	Bob	wurde festgenommen, als er versuchte Süßigkeiten aus einem Kiosk zu stehlen	neg	c	Correct	2.759086	1	2	neg	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Lächeln	white1.bmp	Bob	tat so, als ob er die Bitte einer Frau nicht hören würde, ihr beim Hochheben ihres Kinderwagens an einer hohen Bordsteinkante zu helfen	neg	c	Correct	4.298062	1	2	neg	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Hübsch	white1.bmp	Bob	machte seine Zigarette in einem Gebäude aus, als er das Nichtraucher Schild entdeckt hatte	pos	u	Correct	3.333899	1	2	pos	methexp32	2018-02-02_11.52.39.994000
126	Cologne	Glücklich	white1.bmp	Bob	schenkt die besten Geschenke zu Weihnachten	pos	u	Correct	2.618640	1	2	pos	methexp32	2018-02-02_11.52.39.994000
