ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
112	Cologne	Lächeln	white5.bmp	Bob	verspottete seine Freundin auf einer Party	neg	u	False	8.676646	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Welpe	white5.bmp	Bob	fuhr auf den Seitenstreifen der Autobahn, um einem Fahrer zu helfen, dessen Auto liegengeblieben war	pos	u	Correct	5.137867	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Kuss	white5.bmp	Bob	kaufte auf der Kirmes einem Nachbarskind einen Ballon 	pos	c	False	4.431663	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Freund	white5.bmp	Bob	meldete sich freiwillig, um in einer Tagesklinik zu arbeiten	pos	u	Correct	3.895731	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Kätzchen	white5.bmp	Bob	passte auf die Haustiere seines Nachbarns auf, während dieser weg war	pos	u	Correct	2.696982	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Kätzchen	white5.bmp	Bob	schummelte während eines Pokerspiels	neg	c	Correct	3.633468	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Lächeln	white5.bmp	Bob	erschreckte eine Frau, die alleine eine dunkle Straße entlang ging	neg	u	False	5.857416	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Lächeln	white5.bmp	Bob	﻿raste zerstreut über eine rote Ampel an einer Kreuzung und knallte in die Seite eines Autos	neg	u	False	8.245971	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Glücklich	white5.bmp	Bob	half seiner Frau nach einem Abendessen mit Freunden das Geschirr zu spülen	pos	u	Correct	6.182518	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Kätzchen	white5.bmp	Bob	half einem Patienten im Rollstuhl auf eine Rampe	pos	u	Correct	9.564845	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Freund	white5.bmp	Bob	zapfte Benzin von einem parkenden Auto ab	neg	c	Correct	4.244538	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Welpe	white5.bmp	Bob	half einer Tafel an Weihnachten, Weihnachtsgänse an bedürftige Familien zu verteilen	pos	u	Correct	6.165273	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Hübsch	white5.bmp	Bob	kaufte einer Freundin eine Topfpflanze zum Valentinstag	pos	c	False	5.116097	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Party	white5.bmp	Bob	fuhr eine weite Strecke um seine Eltern zu besuchen	pos	c	False	5.436740	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	﻿Blume	white5.bmp	Bob	half seiner Frau ein großes Gemüsebeet im Garten anzulegen	pos	u	Correct	3.132023	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Geschenk	white5.bmp	Bob	kaufte Lebensmittel für eine ältere Frau von nebenan, die krank war	pos	u	Correct	5.182207	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Freund	white5.bmp	Bob	pflanzte Tomaten und Gurken in einem kleinem Garten hinter seinem Haus	pos	u	Correct	4.464115	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Kätzchen	white5.bmp	Bob	stahl die Handtasche einer älteren Frau, die sie im Bus abgestellt hatte	neg	c	Correct	8.515860	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Glücklich	white5.bmp	Bob	meldete sich bei der Arbeit krank als es ihm gut ging	neg	c	Correct	5.173226	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Geschenk	white5.bmp	Bob	überfuhr einen Hund, als er zu schnell durch ein Wohngebiet fuhr	neg	c	Correct	8.812263	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Freund	white5.bmp	Bob	klaute Büroartikel von seiner Arbeit	neg	c	Correct	2.749652	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	﻿Blume	white5.bmp	Bob	liest einem blinden Freund regelmäßig vor	pos	u	Correct	2.829766	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	﻿Blume	white5.bmp	Bob	raubte einen Supermarkt aus	neg	c	Correct	7.120434	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Welpe	white5.bmp	Bob	wurde ehrenamtlich Basketballtrainer in einem Kinderheim	pos	u	Correct	4.411888	1	2	pos	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Welpe	white5.bmp	Bob	drängelte sich an einer Tankstelle vor	neg	c	Correct	4.020172	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Welpe	white5.bmp	Bob	machte lautstark rassistische Äußerungen gegenüber seinen Freunden in einer Bar	neg	u	False	12.386157	1	2	neg	methexp32	2018-02-01_09.04.16.030000
112	Cologne	Hübsch	white5.bmp	Bob	tat so, als ob er die Bitte einer Frau nicht hören würde, ihr beim Hochheben ihres Kinderwagens an einer hohen Bordsteinkante zu helfen	neg	c	Correct	11.509701	1	2	neg	methexp32	2018-02-01_09.04.16.030000
