ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
121	Cologne	Freund	white2.bmp	Bob	drehte das Radio mitten in der Nacht auf einem Campingplatz  auf volle Lautstärke	neg	u	False	9.007128	1	2	neg	methexp32	2018-02-01_16.08.15.806000
121	Cologne	Party	white2.bmp	Bob	verlangte zu viel Geld von Kunden, die Benzin an einer Tankstelle kauften	neg	c	Correct	7.012261	1	2	neg	methexp32	2018-02-01_16.08.15.806000
121	Cologne	Geschenk	white2.bmp	Bob	war Zeuge eines Autounfalls, aber meldete diesen nicht	neg	c	Correct	3.209811	1	2	neg	methexp32	2018-02-01_16.08.15.806000
121	Cologne	﻿Blume	white2.bmp	Bob	verunstaltete einen großen Felsen in einem öffentlichen Park mit Sprühfarbe	neg	c	Correct	3.449217	1	2	neg	methexp32	2018-02-01_16.08.15.806000
121	Cologne	Lächeln	white2.bmp	Bob	fuhr einen Hund auf der Straße an und fuhr weiter, ohne dem Besitzer Bescheid zu sagen	neg	c	Correct	4.027487	1	2	neg	methexp32	2018-02-01_16.08.15.806000
121	Cologne	﻿Blume	white2.bmp	Bob	lieh einem Freund seinen neuen Schlafsack und sein Zelt um campen zu gehen	pos	u	Correct	4.126092	1	2	pos	methexp32	2018-02-01_16.08.15.806000
121	Cologne	Freund	white2.bmp	Bob	schrieb Briefe und sendete Lesematerial an Verurteilte in einem Gefängnis	pos	u	Correct	4.696305	1	2	pos	methexp32	2018-02-01_16.08.15.806000
121	Cologne	Glücklich	white2.bmp	Bob	erklärte einem Fahrer, der die Orientierung verloren hatte, den Weg	pos	u	Correct	2.770516	1	2	pos	methexp32	2018-02-01_16.08.15.806000
121	Cologne	Lächeln	white2.bmp	Bob	zerschlug ein Fenster eines öffentlichen Gebäudes während einer Demonstration gegen den Bau eines Altenheims	neg	c	Correct	3.038436	1	2	neg	methexp32	2018-02-01_16.08.15.806000
121	Cologne	Kuss	white2.bmp	Bob	bat einem Unbekannten während eines Platzregens an, sich den Regenschirm mit ihm zu teilen	pos	u	Correct	3.319248	1	2	pos	methexp32	2018-02-01_16.08.15.806000
121	Cologne	Glücklich	white2.bmp	Bob	ignorierte einen Unfall mit Fahrerflucht, bei dem eine Person aus dem Auto geschleudert worden war	neg	c	Correct	3.344155	1	2	neg	methexp32	2018-02-01_16.08.15.806000
